U,V,magnetization,charge_density
-3.5,-4.0,"0.010482318834257133, 0.46059754600534, 0.0443230772695814, 0.41091482874457463, 0.07368222914624736","0.02667779311502308, 1.3422689076711958, 1.9487173809609382, 1.5521910652105158, 0.13014485304232948"
-3.5,-3.6666666666666665,"0.04579634697441164, 0.44465757318297183, 0.044282072914185844, 0.44778737528321266, 0.017476631645217972","0.08627605447398845, 1.4990692484093313, 1.9501879899490269, 1.424718741917275, 0.03974796525037823"
-3.5,-3.3333333333333335,"0.018347912482309173, 0.46225708412029654, 0.04442946103758505, 0.45912688731079054, 0.01583865504901902","0.0430382136394533, 1.4841016150936683, 1.9523155134964327, 1.4813920010582722, 0.0391526567121737"
-3.5,-3.0,"0.018744069485428318, 0.4549738274788361, 0.05328292610846552, 0.4543549365171351, 0.01864424041013494","0.04494227708340593, 1.4834497850662647, 1.9430022225105033, 1.483802651911292, 0.04480306342853597"
-3.5,-2.6666666666666665,"0.02251282944935331, 0.44504258895760973, 0.06550186980774964, 0.44395322338847054, 0.02298948839681671","0.05222458192102009, 1.4814867736883817, 1.9295723773216054, 1.4836278437928532, 0.053088423276138996"
-3.5,-2.3333333333333335,"0.027879586621151364, 0.43127452637905817, 0.08168912465948774, 0.4312904314325584, 0.02786633090774404","0.062370255151132245, 1.481815606371983, 1.911710513559896, 1.481759492472304, 0.06234413244468541"
-3.5,-2.0,"0.03526542033168384, 0.4129529790273153, 0.10354847623494567, 0.41297742524571956, 0.03525569916033568","0.07610267485089911, 1.4804540238936768, 1.8869680026763074, 1.4803920748094934, 0.07608322376962337"
-3.5,-1.6666666666666667,"0.04565628528472601, 0.3878318780470684, 0.13304232905061997, 0.38774394782446486, 0.04572555979312111","0.09561846824934525, 1.4779951144252566, 1.8523570819752335, 1.4782538043069988, 0.09577553104316737"
-3.5,-1.3333333333333333,"0.061166472435578274, 0.35275057749335637, 0.1721669279310949, 0.35275469520699554, 0.06116132693297492","0.12653113812369668, 1.4722273983713314, 1.8024991976861942, 1.4722250576525087, 0.1265172081662715"
-3.5,-1.0,"0.08447234684145788, 0.30499789110340336, 0.2210617762226812, 0.30500763399584685, 0.08446035183661162","0.1807636396286162, 1.4558733135771469, 1.7268115309324816, 1.4558296384692806, 0.1807218773924778"
-3.5,-0.6666666666666666,"0.12071105343847756, 0.24324743810219096, 0.2720830023376354, 0.2432474374764848, 0.12071106864521125","0.2988845751369118, 1.404971372692477, 1.5922880070020629, 1.4049714540459843, 0.2988845911225632"
-3.5,-0.3333333333333333,"0.17088155929358229, 0.18062889074074162, 0.2969791002926564, 0.18062889221999434, 0.17088155745302525","0.5964926293300419, 1.250721575682069, 1.305571626337159, 1.2507215700142489, 0.5964925986364797"
-3.5,0.0,"0.19624265149814368, 0.15271572589594862, 0.30208320585804427, 0.15271568613080033, 0.196242730617063","1.0000026485203721, 0.9999994064483431, 0.9999999666431987, 1.0000011572848864, 0.9999968211031994"
-3.5,0.3333333333333333,"0.19678429663439712, 0.13442151780519918, 0.337588346433624, 0.13442151970611993, 0.19678431942065933","1.2663608072351369, 0.7603762775821611, 0.9465258972063386, 0.7603763537108847, 1.2663606642654792"
-3.5,0.6666666666666666,"0.19716619494439647, 0.10683304325339227, 0.3920014043588005, 0.106833048883614, 0.19716630855979622","1.4556022448154224, 0.5337634160357759, 1.0212688294430603, 0.5337635518321033, 1.4556019578736357"
-3.5,1.0,"0.19902995378469612, 0.0776749656371789, 0.4465851772772886, 0.07767523202878956, 0.19903467127204655","1.5859285427827983, 0.35370863447078627, 1.120730560637339, 0.35371168625207006, 1.5859205758570045"
-3.5,1.3333333333333333,"0.20109279868534602, 0.054632004103633044, 0.4885116351841478, 0.05463330472232095, 0.20113025730455236","1.6629444678879768, 0.23603268942731098, 1.2020831694521332, 0.23604628827639204, 1.6628933849561875"
-3.5,1.6666666666666667,"0.20339272342637715, 0.03867543128912421, 0.5163369843063488, 0.03866503912775801, 0.202929821850392","1.7052836881808697, 0.16459633905972254, 1.2597770300481606, 0.1645126268490132, 1.7058303158622352"
-3.5,2.0,"0.2045374075932136, 0.027973469559081914, 0.5338032803804729, 0.027985560041097778, 0.20570028242613325","1.730303686701527, 0.12040418452582136, 1.299736666551399, 0.12057053490998818, 1.7289849273112634"
-3.5,2.3333333333333335,"0.20653766878592272, 0.020763636179981955, 0.5446613120531855, 0.020772522468174362, 0.20726486051273585","1.7444142241105336, 0.0919970133900839, 1.3278956940675366, 0.09207344528237148, 1.743619623149475"
-3.5,2.6666666666666665,"0.20489567706772338, 0.0157614912048046, 0.551405560735557, 0.01580841555534021, 0.21212885543657467","1.75689678885385, 0.07248726744214029, 1.3483829616700562, 0.07302574625889939, 1.7492072357750552"
-3.5,3.0,"0.1956193528878658, 0.012165477265789499, 0.5550124337316975, 0.012124107895036675, 0.22507862821961055","1.7740830113245556, 0.058270483845284854, 1.3644685320492849, 0.06000134226168635, 1.743176630519188"
-3.5,3.3333333333333335,"0.16740597854323414, 0.009214607935081425, 0.550405658878419, 0.009807405606201813, 0.2631663490370636","1.8087694370772742, 0.046950063524619584, 1.3840062896342502, 0.050653375839264755, 1.7096208339245913"
-3.5,3.6666666666666665,"0.23373935006184565, 0.007996238078631455, 0.5645492981600049, 0.007952781707324757, 0.18576233199219394","1.743917711941746, 0.04240142502160768, 1.3802315799644482, 0.040389911515091415, 1.7930593715571113"
-3.5,4.0,"0.1291932787738741, 0.0060060598256913705, 0.5303075130735655, 0.006886505278380301, 0.3276066430484884","1.8548670565694112, 0.03187416434132756, 1.4241687635776588, 0.03787748996608409, 1.6512125255455183"
-3.0,-4.0,"0.011244581402915446, 0.4790218829697973, 0.03151649697083647, 0.46498007324962953, 0.013236965406821219","0.031926826979943326, 1.474109560969985, 1.9661047951150956, 1.4925866898754823, 0.035272127059494444"
-3.0,-3.6666666666666665,"0.014876886452116116, 0.46312734331372063, 0.03732856650147964, 0.4695900638151481, 0.015077139917535832","0.03904279970735946, 1.4843545358032122, 1.9595178838275262, 1.4781264731644086, 0.03895830749749557"
-3.0,-3.3333333333333335,"0.01736508514971512, 0.4587879094838013, 0.04459501314928305, 0.4621090548794019, 0.017142937337799098","0.04439724652101218, 1.4820329929716207, 1.9515128177066567, 1.4781717804784047, 0.043885162322307665"
-3.0,-3.0,"0.020667831988159975, 0.45230767282392337, 0.05408264407444452, 0.45250557400501024, 0.02043627710846177","0.05122748490898258, 1.478861506838912, 1.940904055334856, 1.4781426462335627, 0.0508643066836878"
-3.0,-2.6666666666666665,"0.0248187016312957, 0.4418363446817828, 0.06657721693323415, 0.44195498848906345, 0.024812748264624106","0.05980363230306328, 1.4768716235454058, 1.9268159888399887, 1.476726410502542, 0.0597823448090016"
-3.0,-2.3333333333333335,"0.030694203664662738, 0.42758552935094885, 0.08330004584566553, 0.42791623421035363, 0.03050398692836958","0.07153940808345383, 1.4751075002432663, 1.9076882775330515, 1.4744529137677054, 0.0712119003725239"
-3.0,-2.0,"0.03865155340643785, 0.4083985231741397, 0.10590167326371724, 0.40839476426536836, 0.03865348589033663","0.08728110943460042, 1.4721255693309576, 1.8811763338998975, 1.4721324881850064, 0.08728449914953806"
-3.0,-1.6666666666666667,"0.05063291255436581, 0.38078427267692283, 0.13644885152291342, 0.38251076542548, 0.04962319782031717","0.11121992506347833, 1.470455758690417, 1.8439031078657564, 1.4658548821343682, 0.10856632624597713"
-3.0,-1.3333333333333333,"0.06748217715003423, 0.34421335000758024, 0.176792126808897, 0.34317111349162566, 0.06834123254186332","0.14609669018975346, 1.4570161283042977, 1.7882236889994352, 1.460227570940333, 0.1484359215661813"
-3.0,-1.0,"0.094963833166076, 0.2920372915098979, 0.22599775627033092, 0.29203723053253994, 0.09496388852115499","0.21280006333073437, 1.4357592922595328, 1.7028808189617122, 1.4357597645317268, 0.2128000609162955"
-3.0,-0.6666666666666666,"0.13633846033810135, 0.22674724501066024, 0.2738285825235153, 0.22674724370888455, 0.13633846841883868","0.3496218046921812, 1.3748922883366186, 1.5509717651137387, 1.3748923326011293, 0.3496218092563332"
-3.0,-0.3333333333333333,"0.1874468217378427, 0.1657260575905457, 0.2936542413641901, 0.16572605766031323, 0.18744682164710885","0.6445643309387208, 1.222600731821905, 1.2656698761516672, 1.2226007315155052, 0.6445643295722046"
-3.0,0.0,"0.20960242719953703, 0.13996318520399853, 0.30086877525411715, 0.13996318515310363, 0.20960242718924355","1.0000000071821464, 0.9999999982577575, 0.9999999999832491, 1.0000000034789809, 0.9999999910978665"
-3.0,0.3333333333333333,"0.2082979210781154, 0.12391928783308392, 0.33556557692783834, 0.12391928754315629, 0.20829792661780655","1.2495723531752305, 0.7759620300218766, 0.9489312501815199, 0.7759620441344071, 1.2495723224869675"
-3.0,0.6666666666666666,"0.20656631044874652, 0.0996023977270043, 0.3876633810273287, 0.09960238224539769, 0.20656552855152244","1.4340356049521423, 0.5564649740723167, 1.0189978206729853, 0.5564640827333258, 1.434037517569228"
-3.0,1.0,"0.2069145889798072, 0.0729668919456899, 0.44023465421302305, 0.07296693932804099, 0.20691692553343854","1.565554493881337, 0.375295000116808, 1.1183034157876859, 0.3752963981818643, 1.5655506920323017"
-3.0,1.3333333333333333,"0.2079271942046973, 0.051393240356557165, 0.48135432756271296, 0.05139317335802783, 0.2079320645180035","1.6465344003672282, 0.2525476144704875, 1.2018407207546424, 0.2525493189272163, 1.6465279454804218"
-3.0,1.6666666666666667,"0.20909336456495364, 0.036306098036035794, 0.5092344056652729, 0.03630544547571565, 0.209060686258023","1.6928942888285374, 0.17638001289912655, 1.2614183982133655, 0.17637426417959312, 1.6929330358793786"
-3.0,2.0,"0.21089445330428602, 0.026198186184623905, 0.5271501829629099, 0.026182130734733133, 0.20957504681344719","1.7190679915629734, 0.1290560999962321, 1.3024486773521409, 0.12889076409931377, 1.7205364669893415"
-3.0,2.3333333333333335,"0.2100668173814726, 0.019358879370490183, 0.5385513120938346, 0.0194149425231429, 0.21260804863105964","1.737549736275035, 0.09816846417162939, 1.3310920929214871, 0.09839435278742065, 1.7347953538444276"
-3.0,2.6666666666666665,"0.2155980762836892, 0.014727201190904843, 0.5460126179785558, 0.014648715030662986, 0.20901338951618686","1.7432096710031892, 0.07773264419787937, 1.351608412723001, 0.07727173405006069, 1.750177538025869"
-3.0,3.0,"0.20379146577858354, 0.011339121484217667, 0.5505450122271318, 0.011386512585752104, 0.2229378879243149","1.763688116904098, 0.06221956814592767, 1.367135831746763, 0.06341414053412517, 1.7435423426690841"
-3.0,3.3333333333333335,"0.2148884991381923, 0.009016766428432459, 0.5544028278606012, 0.009005807700221764, 0.21268609887255152","1.7578799446889735, 0.05203525453741294, 1.377979667821837, 0.05194961698253851, 1.7601555159692368"
-3.0,3.6666666666666665,"0.1781584102145276, 0.007133803988072691, 0.5501657094167858, 0.007492330278785632, 0.2570497461018283","1.800286600712476, 0.04207215810041075, 1.393541184672891, 0.044765519889615274, 1.719334536624607"
-3.0,4.0,"0.26714948080042, 0.006032664678370724, 0.5594190060545545, 0.005825259775801244, 0.1615735886908538","1.711970034100031, 0.03932349118801408, 1.3930156970219576, 0.03568852405966829, 1.8200022536303313"
-2.5,-4.0,"0.014765252626361355, 0.46959843464657414, 0.03191790487479451, 0.46944916639017065, 0.014269241462099328","0.03968307060651466, 1.4787728957522304, 1.9646506325752768, 1.4778760730591793, 0.039017328006798226"
-2.5,-3.6666666666666665,"0.01630455268426017, 0.46905781265436386, 0.037765412278831234, 0.4594001376124599, 0.01747208477008505","0.0436849212515913, 1.4701744505585486, 1.957930890129548, 1.4823731061597063, 0.045836631900607175"
-2.5,-3.3333333333333335,"0.019518421682601, 0.45644778220081916, 0.045175894182332255, 0.45957796098059767, 0.01927994095365034","0.0510483464730319, 1.4763294441699544, 1.949464189715453, 1.4726459642384968, 0.05051205540306727"
-2.5,-3.0,"0.02292588326973881, 0.44998154249510414, 0.05489606214924825, 0.4490171317563201, 0.023179380329589595","0.05867002359995982, 1.4713043837185031, 1.9381600201502047, 1.472765978680067, 0.05909959385126863"
-2.5,-2.6666666666666665,"0.02785478116519343, 0.4374077034517726, 0.06772955098499245, 0.4407955226394372, 0.026212441758604536","0.06949766002910399, 1.47355448184502, 1.9235211836298132, 1.4667934035698327, 0.0666332709262297"
-2.5,-2.3333333333333335,"0.03402882537529184, 0.42353275402947277, 0.08506638789370224, 0.4231484306629343, 0.034223602038598935","0.08259050855466493, 1.4656696511605163, 1.9023990388760073, 1.4664192021407434, 0.0829215992680667"
-2.5,-2.0,"0.04347129987394958, 0.40224775931142975, 0.10857059434381877, 0.4022248098478579, 0.0434855366229443","0.10214373759103265, 1.461213575438294, 1.873208596399842, 1.4612638642407334, 0.10217022633009862"
-2.5,-1.6666666666666667,"0.05708463920936451, 0.37275493100209434, 0.14032059343459202, 0.3727558648602066, 0.05708397149374238","0.13055118928303525, 1.4538302033869632, 1.8312407087431892, 1.4538281703889178, 0.1305497281978955"
-2.5,-1.3333333333333333,"0.07770230875844683, 0.3313832270650966, 0.18182895132372712, 0.33138360054701654, 0.07770191230571337","0.17558286134614345, 1.4400181639183756, 1.768799802592656, 1.4400173099489777, 0.1755818621938477"
-2.5,-1.0,"0.10939762629153792, 0.2751310149451861, 0.23094270487924384, 0.27513078819996906, 0.1093978656840629","0.2544992277365371, 1.410213539996263, 1.6705730243695858, 1.410214237861915, 0.2544999700356974"
-2.5,-0.6666666666666666,"0.1562392410361036, 0.2064747904504225, 0.27457193750486253, 0.20647479726218188, 0.15623923374642992","0.4093524716944931, 1.3402002501389465, 1.5008946253735782, 1.340200226769405, 0.4093524260235786"
-2.5,-0.3333333333333333,"0.20645703409600524, 0.14816230950642573, 0.29076131295644464, 0.14816230986208156, 0.20645703357904252","0.690844852770979, 1.195477666474854, 1.2273549681482212, 1.1954776651886787, 0.6908448474172676"
-2.5,0.0,"0.22507103389884803, 0.1247178425433545, 0.300422247140416, 0.12471784249784224, 0.2250710339195393","0.9999999973464355, 1.0000000003598988, 1.0000000000560196, 0.9999999983202813, 1.0000000039173655"
-2.5,0.3333333333333333,"0.22160822338385966, 0.11132027079217155, 0.3341429935691059, 0.11132026751682156, 0.2216082447380422","1.2319334524748573, 0.7925859757651318, 0.9509612025096947, 0.7925860241590157, 1.231933345091301"
-2.5,0.6666666666666666,"0.21719382329023207, 0.09084909416072073, 0.3839141517936811, 0.09084909356788506, 0.21719383718748086","1.4109772264770042, 0.5815911685660969, 1.0148632272968794, 0.5815911840081884, 1.4109771936518316"
-2.5,1.0,"0.21540996114326383, 0.067287164998698, 0.43460593939852193, 0.06728716489159989, 0.21540976956791602","1.5434914790188317, 0.40006930544928454, 1.112878236210926, 0.40006919687469134, 1.543491782446266"
-2.5,1.3333333333333333,"0.21495777820903517, 0.047540893264667206, 0.4750036161334072, 0.04754090834081018, 0.21495680405207995","1.6287356571843405, 0.2719523774310658, 1.1986230047222632, 0.2719520091447135, 1.6287369515176162"
-2.5,1.6666666666666667,"0.2149910676843586, 0.03352558524607409, 0.5029467165281506, 0.03352579922879481, 0.21501083131262244","1.6793204048958281, 0.1903765146169603, 1.2606254250401836, 0.19038032039105685, 1.679297335055973"
-2.5,2.0,"0.2152517006966581, 0.024102083325637562, 0.5212607079372609, 0.024102580054460705, 0.2152829279859826","1.7093691733982563, 0.1390128102517275, 1.3032665182048324, 0.1390171894139924, 1.7093343087311923"
-2.5,2.3333333333333335,"0.21560168634465793, 0.01776909478581231, 0.5331919534482645, 0.017769238471322918, 0.2156680269499428","1.7279960136250854, 0.10563484356413208, 1.3328031515070409, 0.10564168464956238, 1.7279243066541796"
-2.5,2.6666666666666665,"0.21286090168931893, 0.013433972784128674, 0.5411501928284908, 0.013407373087537762, 0.21914755961052323","1.7434619670891651, 0.082769087418673, 1.3537132337067057, 0.08331674358616334, 1.736738968199292"
-2.5,3.0,"0.2067928398448875, 0.010310096264747614, 0.5459765304495638, 0.010465227790668368, 0.2264553056501324","1.7585295295445709, 0.06643478402184985, 1.3695648751847516, 0.06755008135609263, 1.7379207298927328"
-2.5,3.3333333333333335,"0.2101935058751877, 0.008185513218726227, 0.5499917052605592, 0.008207689872670853, 0.22342158577285542","1.7611524696498435, 0.055008898334472936, 1.3808110115949652, 0.05560716589174587, 1.7474204545289715"
-2.5,3.6666666666666665,"0.18290954526281678, 0.006562346920156073, 0.5484989259986377, 0.006344730053621243, 0.25568445176476884","1.793882842116716, 0.04508558462705666, 1.3938496263927853, 0.04805014371255513, 1.719131803150888"
-2.5,4.0,"0.17890584659813358, 0.005306587690463143, 0.5501773011933209, 0.005459772321398507, 0.26015049219668396","1.8013472394791754, 0.038264625738013314, 1.401327095238848, 0.0407061029869725, 1.7183549365569921"
-2.0,-4.0,"0.0339638446165081, 0.10734637601663674, 0.1358841300158361, 0.025773196898099537, 0.6970324524529199","0.05036572747218415, 0.24255047695938267, 1.8050626438082311, 1.8829107123383446, 1.019110439421859"
-2.0,-3.6666666666666665,"0.020529832363654195, 0.4527252718323299, 0.038150157462254364, 0.47060762788356814, 0.017987110458193907","0.0540536495352287, 1.4817957807652888, 1.955918509683177, 1.458755626303617, 0.04947643371269051"
-2.0,-3.3333333333333335,"0.02238426065539842, 0.45549251448871353, 0.04574262084995706, 0.45378498499119246, 0.02259561901473915","0.05927677789805867, 1.4661004204402026, 1.9466448762914963, 1.468277399912152, 0.05970052545809351"
-2.0,-3.0,"0.05360519694436974, 0.40239653861977986, 0.057475349263903075, 0.4671864585660188, 0.019336456605928476","0.11092900493880625, 1.5198869259792844, 1.930104746746121, 1.3835383052397014, 0.05554101709608668"
-2.0,-2.6666666666666665,"0.030038269390060837, 0.43998199347212674, 0.0690071099132008, 0.42871399106734887, 0.0322586361572631","0.07818094587876545, 1.452320033678257, 1.9182511787758656, 1.468558976429338, 0.08268886523777445"
-2.0,-2.3333333333333335,"0.03950699136187144, 0.4168566175608096, 0.08702970342300886, 0.4174177908050626, 0.03918889684924731","0.09839868815652184, 1.4549388009416444, 1.8948983294237158, 1.453880722048353, 0.09788345942976523"
-2.0,-2.0,"0.050333994127031836, 0.39390719181401734, 0.1115276846083656, 0.39387908760771473, 0.0503520418428706","0.12197449531412317, 1.446974971619355, 1.8620131276413576, 1.4470316466777786, 0.12200575874738678"
-2.0,-1.6666666666666667,"0.06657271811134606, 0.36111412278394217, 0.14462555841223212, 0.36111673744656037, 0.06657086324591877","0.1571683301057274, 1.4358508671370322, 1.8139705648838782, 1.4358454797833402, 0.1571647580900199"
-2.0,-1.3333333333333333,"0.09137438536392636, 0.3149707077104307, 0.18730988558730288, 0.3149702409748212, 0.09137478036351838","0.21284714102468635, 1.4164397257730807, 1.7414242883889202, 1.416440831471739, 0.2128480133415711"
-2.0,-1.0,"0.12906512531406247, 0.25310975105826317, 0.2356502739920424, 0.253109858898649, 0.12906499073698266","0.30772266784484803, 1.3785941074806451, 1.627367151378528, 1.3785938389223662, 0.3077222343736138"
-2.0,-0.6666666666666666,"0.18072366477886173, 0.1819444525486401, 0.2746637652226692, 0.18194445160026318, 0.18072366584956578","0.47624029379841326, 1.3021928179738484, 1.443133767606367, 1.302192820910391, 0.4762402997109797"
-2.0,-0.3333333333333333,"0.2279248303340362, 0.12747732176860604, 0.2891956957974174, 0.12747732177353455, 0.22792483032640592","0.7341836500939076, 1.1699340059628225, 1.1917646879982804, 1.1699340059452377, 0.7341836499997532"
-2.0,0.0,"0.2428009161502933, 0.10655562863003493, 0.30128691043862293, 0.10655562863168538, 0.24280091614936328","1.0000000000523297, 0.9999999999929428, 0.9999999999993792, 1.000000000030966, 0.9999999999243824"
-2.0,0.3333333333333333,"0.2369333914205139, 0.09621377292956662, 0.33370567126692263, 0.09621377291904198, 0.23693339146395503","1.2134360578705765, 0.810205702905308, 0.9527164785500466, 0.8102057029866065, 1.213436057687463"
-2.0,0.6666666666666666,"0.22930355628769716, 0.08020459724358853, 0.3809836909859131, 0.08020459700942378, 0.22930355847337736","1.386212908177943, 0.6093027893202152, 1.008968607507145, 0.609302791533499, 1.386212903461198"
-2.0,1.0,"0.22470921493168916, 0.06036561387595499, 0.42985036348777583, 0.06036561477074795, 0.22470919293383207","1.5194121687620332, 0.4284745184773656, 1.1042266047011666, 0.42847450567330936, 1.5194122023861263"
-2.0,1.3333333333333333,"0.2222975212427658, 0.04290144548339522, 0.46960157739980635, 0.042901430982972416, 0.22229802489105932","1.6091920406259679, 0.2948177067586948, 1.1919809837534276, 0.29481787846328256, 1.6091913903986246"
-2.0,1.6666666666666667,"0.22096284813054456, 0.030221114252472217, 0.4976146608384965, 0.03022092842293074, 0.22098044835555553","1.6644854538007083, 0.20704816096134748, 1.2569496913313198, 0.20705173127058785, 1.6644649626360366"
-2.0,2.0,"0.22018204415843112, 0.021646539419539867, 0.5162733526281433, 0.021645519202161817, 0.2202525445917236","1.698156929458737, 0.1509600132503604, 1.3018336138795479, 0.15097059899157347, 1.698078844419781"
-2.0,2.3333333333333335,"0.22084385434137188, 0.015896073496052876, 0.5286304266585768, 0.015900706851123117, 0.21872893865287546","1.7181368906963068, 0.11445275255066756, 1.3327640921185122, 0.11422024304369417, 1.7204260215908198"
-2.0,2.6666666666666665,"0.21770011025110658, 0.011960182405271698, 0.5369151567516235, 0.011978476944628037, 0.2214460736473699","1.735189261693166, 0.08936695997321428, 1.3545772048462137, 0.08963872648485602, 1.731227847002549"
-2.0,3.0,"0.20940109741116153, 0.009199079797731251, 0.5422750134105694, 0.009240431592979131, 0.22988437778755788","1.7534318081893694, 0.07127839828134915, 1.3707846387270968, 0.07242404576376582, 1.7320811090384187"
-2.0,3.3333333333333335,"0.21430750783036145, 0.007278156837560935, 0.5466449099124371, 0.0072168679283250575, 0.22455255749131586","1.7550065790352636, 0.058943079563573475, 1.382150903636558, 0.05952949371944667, 1.7443699440451597"
-2.0,3.6666666666666665,"0.22516179790110713, 0.00584800077978986, 0.5506900950529077, 0.005908674129996957, 0.21239143213619838","1.7488430859337651, 0.049896269618601066, 1.3900389802818391, 0.04923572258993453, 1.7619859415758612"
-2.0,4.0,"0.18386825891847658, 0.00475548785123505, 0.5471592646205774, 0.004460919580242969, 0.2597560690294686","1.795269295733752, 0.04054318810650973, 1.4027032055090431, 0.04377062929648942, 1.7177136813542093"
-1.5,-4.0,"0.012731877555592118, 0.5165922256112762, 0.033396764844417226, 0.3889232758153063, 0.04835585617340845","0.03988858146362515, 1.3543398008911507, 1.956887213557288, 1.5541874825077098, 0.09469692158022427"
-1.5,-3.6666666666666665,"0.023579062362646987, 0.44991255034237365, 0.038458311819643876, 0.4666472320119274, 0.021402843463408434","0.0628239816627423, 1.4729859790735933, 1.953138337937629, 1.4522864604168966, 0.058765240909140155"
-1.5,-3.3333333333333335,"0.026185815462519236, 0.45149500957760613, 0.04623004520123808, 0.4495518397315327, 0.026537290027103887","0.07000225494394158, 1.456988254844609, 1.9428800222130207, 1.4595119424206286, 0.07061752557779977"
-1.5,-3.0,"0.031972468445014765, 0.44010133321965494, 0.0564845899150862, 0.43973934701239414, 0.03170226140784964","0.08306809995829487, 1.452677263161219, 1.9289279186430157, 1.4525612870234323, 0.0827654312140352"
-1.5,-2.6666666666666665,"0.03785210716028438, 0.4270630768547061, 0.07025806636112986, 0.42687721648750065, 0.03794953313637916","0.09783301484954245, 1.446758184154406, 1.9103839051760483, 1.4470586569819655, 0.09796623883803882"
-1.5,-2.3333333333333335,"0.04705032137236507, 0.4084099107179401, 0.08901275445394141, 0.4085552270805929, 0.046971786375160765","0.11900162767964181, 1.4391908403152849, 1.8839981961882692, 1.4389312570346906, 0.11887807878211469"
-1.5,-2.0,"0.060291947107860774, 0.3823604631091837, 0.1146890278838899, 0.3823774770164259, 0.060281084882639765","0.14874518180327184, 1.4283775031801016, 1.8458065396699073, 1.4283450210666633, 0.14872575428005608"
-1.5,-1.6666666666666667,"0.08025718950212911, 0.3450959631383804, 0.14929621335571608, 0.34508594797890313, 0.08026468602487158","0.19296055610952784, 1.412488088379062, 1.7890707592423571, 1.4125067735738752, 0.19297382269517976"
-1.5,-1.3333333333333333,"0.11065298058321557, 0.2927864795690329, 0.1931210386846327, 0.292786778405959, 0.1106527227571601","0.2618754696342296, 1.3866285095462874, 1.7029931383356642, 1.3866279940716768, 0.26187488841214296"
-1.5,-1.0,"0.15505182737537884, 0.22482976691792322, 0.2402368174653281, 0.22482980824858867, 0.15505177999278166","0.372992606998228, 1.3412633953310062, 1.5714882197246833, 1.3412633130048521, 0.3729924649412323"
-1.5,-0.6666666666666666,"0.20944813510993063, 0.15288101335113247, 0.27534170263626345, 0.15288101205994342, 0.20944813684273045","0.546612119667561, 1.2630266335819118, 1.3807224809111465, 1.2630266363372575, 0.5466121295021246"
-1.5,-0.3333333333333333,"0.2516934084297955, 0.103247822258414, 0.29011753862429296, 0.10324782225989215, 0.2516934084276051","0.7738417430119366, 1.146328666542455, 1.1596591809150845, 1.1463286665387749, 0.7738417429917496"
-1.5,0.0,"0.2628093596070009, 0.08509709903833379, 0.30418708270945, 0.08509709903804852, 0.2628093596071661","1.0000000000067932, 0.9999999999989964, 0.9999999999993778, 1.0000000000031135, 0.9999999999917164"
-1.5,0.3333333333333333,"0.2544207081970659, 0.07818646851391475, 0.33478564658098414, 0.07818646851544786, 0.25442070819258733","1.1941238628811763, 0.8286931996056294, 0.9543658750179453, 0.8286931995980947, 1.1941238628971536"
-1.5,0.6666666666666666,"0.24315769815015487, 0.06724189036922518, 0.37920082329497834, 0.06724189044972789, 0.2431576977359149","1.359548616472402, 0.6396479254505532, 1.001606915764289, 0.6396479250380309, 1.3595486172747284"
-1.5,1.0,"0.23506169636797913, 0.05185965557747163, 0.42615754873360495, 0.0518596910305586, 0.2350614082903869","1.4929386847741948, 0.4609208263514908, 1.092280724809861, 0.4609206384063856, 1.4929391256580717"
-1.5,1.3333333333333333,"0.2301044667737916, 0.0372452544173999, 0.4653004188338186, 0.037245245162071006, 0.2301046148129191","1.5874662356922684, 0.3217851750758564, 1.1814973106336992, 0.32178523141349735, 1.5874660471846804"
-1.5,1.6666666666666667,"0.22705943670177187, 0.026243687633599425, 0.49338933436764915, 0.026243600363175246, 0.22706394093380444","1.6480611056275292, 0.22698950762111136, 1.2499029952772613, 0.22699054976750827, 1.6480558417065914"
-1.5,2.0,"0.2251651234677936, 0.018723427083946878, 0.5123294305142212, 0.018724764692184898, 0.22505725424185263","1.6857998343142742, 0.16528025272887625, 1.2977364899423725, 0.16526533090136972, 1.6859180921131065"
-1.5,2.3333333333333335,"0.22432208857539682, 0.01368534151270892, 0.5250074654518986, 0.013677287921463374, 0.2233078165385317","1.7094167143600982, 0.12474631561471747, 1.33069139569312, 0.12464715326805036, 1.7104984210640133"
-1.5,2.6666666666666665,"0.22403550418785523, 0.01026201380525945, 0.5336090290287474, 0.010278636861863658, 0.22181481611627418","1.7247731334717233, 0.0972757494304255, 1.3537567522053593, 0.09706269829833677, 1.7271316665941554"
-1.5,3.0,"0.21867242070279347, 0.007881147747139938, 0.5395484786995988, 0.007904308154678241, 0.22599364469578997","1.7408300601524214, 0.07755741005246158, 1.3704038854613572, 0.07800433790229039, 1.7332043064314713"
-1.5,3.3333333333333335,"0.21984993105881467, 0.006195422339574673, 0.5438776668429228, 0.006178488914645827, 0.2238984908440418","1.7470785033512657, 0.0635842423231694, 1.3825923670224527, 0.06383627624326464, 1.7429086110598457"
-1.5,3.6666666666666665,"0.23579570098262082, 0.004891158667209329, 0.5482946534290767, 0.005015627218032063, 0.20600285970306187","1.7362913106389204, 0.05376592847548036, 1.3904933430151076, 0.05263012404779502, 1.7668192938226994"
-1.5,4.0,"0.19523303384388535, 0.004090282604215713, 0.5485804272779302, 0.003998465762718489, 0.24809779051125047","1.782068546230395, 0.04399282454019568, 1.3998765914425506, 0.04605349984575739, 1.7280085379411014"
