U,E_p,V,S,E_GS,Coh,E_p_bits
-5.755102040816326,0.3325423132496179,0.40816326530612246,0.6069882299798499,-13.750889548528662,0.5863494997323758,0.47975714621096843
-5.755102040816326,0.2948459886823318,0.5714285714285714,0.562524949858046,-13.516499004139655,0.5623968655225757,0.42537284569800304
-5.755102040816326,0.25154359199964826,0.7346938775510204,0.5147804101260998,-13.318628974575656,0.5384967151199316,0.3629006927452889
-5.755102040816326,0.20886284208895822,0.8979591836734694,0.4693511031303389,-13.15258453156632,0.5151868159641904,0.301325386507715
-5.755102040816326,0.17096382534787957,1.0612244897959184,0.42968391636497527,-13.013330292288055,0.49199073630871715,0.24664866300079247
-5.755102040816326,0.1393647466012331,1.2244897959183674,0.3967832415103981,-12.896016257490423,0.4702931212282935,0.20106082879634624
-5.755102040816326,0.11388026794131534,1.3877551020408163,0.37019646079164836,-12.79641876261988,0.4506751938051584,0.16429449781404193
-5.755102040816326,0.09362075640791478,1.5510204081632653,0.34892757245438993,-12.711078181662232,0.4332278199174488,0.13506620099397226
-5.755102040816326,0.07756861280499106,1.7142857142857142,0.3319266111134416,-12.63724821022672,0.4178065791794927,0.1119078530223967
-5.755102040816326,0.06481598614091055,1.8775510204081634,0.3182782225862468,-12.572776944032967,0.4041813472965849,0.09350970177581974
-5.755102040816326,0.05462216890564808,2.0408163265306123,0.30724138433555953,-12.515982351807493,0.39210869159302414,0.07880313220277735
-5.755102040816326,0.0464127765271658,2.204081632653061,0.2982408536369331,-12.465545166626045,0.3813678110335924,0.0669594825296298
-5.755102040816326,0.03975012888443463,2.36734693877551,0.2908341116306956,-12.42042366098071,0.3717576021224882,0.057347313816270784
-5.755102040816326,0.03430291562507359,2.5306122448979593,0.2846848534304449,-12.379786428538432,0.36310810422254103,0.0494886462603259
-5.755102040816326,0.029797541349019907,2.693877551020408,0.27952103878707163,-12.342974545725907,0.35530500498718626,0.042988765134914786
-5.755102040816326,0.02605558735464064,2.857142857142857,0.27515718090607566,-12.309440599129623,0.34820767860504853,0.03759026666398979
-5.755102040816326,0.022883722797962358,3.020408163265306,0.2711506326549403,-12.278665659473555,0.34160167364656324,0.033014233397698156
-5.755102040816326,0.020310534481101206,3.183673469387755,0.26826102858087897,-12.250512509227422,0.33575406358178833,0.029301907373689318
-5.755102040816326,0.018090073534758666,3.3469387755102042,0.2655995616634905,-12.224170161477238,0.3298782944221464,0.02609845937791322
