U,E_p,V,S,E_GS,Coh,E_p_bits
-5.69620253164557,0.49129271677047637,0.6582278481012658,0.4891975203247115,-18.793704258348782,0.31849395745043096,0.7087855661096327
-5.69620253164557,0.4899698313325138,0.759493670886076,0.4791299971371032,-18.743512874633858,0.30829192470901917,0.7068770458486187
-5.69620253164557,0.4888431242145326,0.8607594936708861,0.4702499453450068,-18.69805656601468,0.2989662463053083,0.7052515510769735
-5.69620253164557,0.4878524599729501,0.9620253164556962,0.4623196201205663,-18.65643809052872,0.2903866476877508,0.7038223246884563
-5.69620253164557,0.4869625909535258,1.0632911392405062,0.45516619443519635,-18.618007247083007,0.2824544805933412,0.7025385150670926
-5.69620253164557,0.4861518717444935,1.1645569620253164,0.4486606879845179,-18.58227701732927,0.2750868472804368,0.701368894484669
-5.69620253164557,0.4854064180541413,1.2658227848101267,0.4427045032184731,-18.548872196810894,0.26821459209503556,0.7002934321423848
-5.69620253164557,0.48471680894229685,1.3670886075949367,0.43722051919582067,-18.517496704323996,0.26177995458161063,0.6992985364965749
-5.69620253164557,0.48407630738448715,1.4683544303797469,0.4321472129791566,-18.487912055032737,0.2557344528996487,0.6983744880754412
-5.69620253164557,0.4834797469069838,1.5696202531645569,0.4274345652398837,-18.459922745798185,0.25003711856229666,0.6975138332329567
-5.69620253164557,0.48292309565046665,1.6708860759493671,0.4230413857939684,-18.433366058964424,0.24465307919392276,0.6967107552256744
-5.69620253164557,0.4824029768143374,1.7721518987341771,0.4189332279317255,-18.408104772981385,0.2395524482112668,0.6959603823601181
-5.69620253164557,0.48191634867659383,1.8734177215189873,0.41508082604631175,-18.384021835759,0.23470939638507948,0.6952583263590393
-5.69620253164557,0.4814607894387155,1.9746835443037976,0.411459386578867,-18.361016394860435,0.2301014923275516,0.6946010933057205
-5.69620253164557,0.4810339278428053,2.0759493670886076,0.40804736811638015,-18.339000785925826,0.22570910513854905,0.6939852621981553
-5.69620253164557,0.4806339463872602,2.1772151898734178,0.4048263085797396,-18.31789821114226,0.22151496618305883,0.6934082109357922
-5.69620253164557,0.48025820866702684,2.278481012658228,0.40177929246297633,-18.29764092350056,0.21750378720797564,0.6928661359901374
