U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-3.795918367346939,"1.7895137265433236, 1.796588351965938, 1.799807232765049, 1.8017371672218, 1.8017371672218008, 1.801737167221801, 6.747839971464357, 7.095543037416764, 7.095543037416781, 7.095543037416795, 7.146804544312157, 7.146804544312179, 7.146804544312196, 7.535274095818321, 9.906571070568777, 10.217609724929929, 10.217609724930039, 10.217609724930318, 12.700850460173733, 12.933061540228817, 13.16574686159084, 13.165746861595139, 13.16574686159888, 13.479786773983387, 16.37010688442125, 16.370106884681658, 16.37010688477909, 17.109235010228204","1.3888519055810977, 1.388851905581099, 1.3938589593067547, 1.393858959306755, 6.583918882359491, 6.583918882359697, 6.776584291206885, 6.776584291207069",-2.204081632653061,"1.1449174941446927e-16, -1.1102230246251565e-16, -1.1102230246251565e-16, 1.214306433183765e-16","0.07664257774078923, 1.9233574222591863, 1.92335742225921, 0.07664257774081748","0.0076387165566424615, 0.9300790635792275, 0.9300790635792395, 0.0076387165566559655"
-3.795918367346939,"1.788701347783264, 1.7978974355695942, 1.8007975570641659, 1.8031465772271633, 1.8031465772271638, 1.803146577227164, 6.634800258416018, 6.96365293594532, 6.963652935945322, 6.963652935945328, 7.026973833032202, 7.026973833032211, 7.0269738330322165, 7.384679596412555, 9.643277808854888, 9.94249046326963, 9.942490463269687, 9.942490463270088, 12.091521535471697, 12.091521535472458, 12.091521535475609, 12.161867768565463, 12.956845973783041, 13.17369961490663, 15.762039538895582, 15.762039538990294, 15.762039539030011, 16.357326163387064","1.3890686688498595, 1.38906866884986, 1.3950659993946302, 1.3950659993946306, 6.4482847259116465, 6.448284725911668, 6.6510221293799745, 6.651022129380018",-2.0408163265306123,"-4.0870085094013575e-15, 4.3298697960381105e-15, -2.7200464103316335e-15, 2.6402491304367004e-15","0.08267576838167615, 1.9173242316180705, 1.9173242316182924, 0.08267576838195889","0.008874046656723943, 0.925105104065638, 0.9251051040657481, 0.008874046656857969"
-3.795918367346939,"1.7876087557049254, 1.7996394063294847, 1.802038160234588, 1.8049327590080495, 1.8049327590080502, 1.8049327590080513, 6.510983458643043, 6.819526709107083, 6.819526709107094, 6.819526709107114, 6.896360375086867, 6.896360375086878, 6.896360375086895, 7.220141404337063, 9.36563897161246, 9.6521831385319, 9.652183138532166, 9.652183138532228, 11.258469552400717, 11.258469552401179, 11.258469552401914, 11.465582575362834, 12.84639245662413, 13.308608549642388, 15.125564794168822, 15.125564794203648, 15.12556479420756, 15.601694800329264","1.3893287614259826, 1.3893287614259986, 1.396610713472139, 1.3966107134721495, 6.299408741788819, 6.299408741792392, 6.511741500729684, 6.5117415007330655",-1.8775510204081634,"-1.49741330446318e-14, 1.5487611193520934e-14, -6.328271240363392e-15, 5.80785419757035e-15","0.08975397079445174, 1.9102460292098358, 1.9102460292061143, 0.08975397078959867","0.010448469194793147, 0.9193753352860153, 0.9193753352841764, 0.01044846919249918"
-3.795918367346939,"1.7861175628343142, 1.8019977350222935, 1.8036307426046034, 1.8072482739077262, 1.807248273907727, 1.807248273907727, 6.374345760606095, 6.660952527503116, 6.660952527503122, 6.660952527503133, 6.752884235997893, 6.752884235997903, 6.752884235997907, 7.038860171813155, 9.073408209196373, 9.345401938349184, 9.345401938349246, 9.345401938349308, 10.54771887210336, 10.547718872103435, 10.547718872103848, 10.822243022280379, 12.492868994654529, 13.871361827085693, 14.460223203903348, 14.460223203910477, 14.460223203914857, 14.838447490098662","1.3896495004182392, 1.3896495004182539, 1.3986303325414908, 1.3986303325415026, 6.134936434457653, 6.134936434458893, 6.355846140540984, 6.355846140542236",-1.7142857142857142,"-1.1587952819525071e-14, 1.1934897514720433e-14, 1.3322676295501878e-15, -1.6028844918025698e-15","0.09821914161204501, 1.9017808583863522, 1.9017808583877158, 0.09821914161388616","0.012497924985618174, 0.912664140712038, 0.9126641407127033, 0.012497924986483815"
-3.795918367346939,"1.784046786138941, 1.8052548950303633, 1.8057347755290616, 1.81032958747502, 1.8103295874750203, 1.810329587475021, 6.2223816982136615, 6.485161352824361, 6.485161352824363, 6.485161352824372, 6.593848779968975, 6.5938487799689876, 6.593848779968995, 6.837123274383741, 8.766704428153805, 9.020665633585981, 9.020665633586018, 9.0206656335861, 9.906603221496875, 9.906603221497049, 9.906603221497285, 10.215559956570845, 12.106645206145426, 13.76391394472315, 13.76391394472776, 13.76391394473074, 14.062161052947697, 15.043892489760097","1.3900590610713213, 1.3900590610713222, 1.4013363053525614, 1.4013363053525616, 5.952000885736938, 5.952000885737132, 6.179666397460877, 6.1796663974610455",-1.5510204081632653,"6.231126725708691e-15, -6.938893903907228e-15, 9.325873406851315e-15, -8.618106228652778e-15","0.10858534755228563, 1.8914146524482027, 1.8914146524477968, 0.10858534755171675","0.015232622766540155, 0.9046379213707954, 0.9046379213705977, 0.015232622766273105"
-3.795918367346939,"1.7811124889157484, 1.8086105464344122, 1.8098585434917356, 1.8145564738336275, 1.8145564738336293, 1.8145564738336304, 6.052058834243366, 6.288668479815397, 6.288668479815405, 6.288668479815413, 6.4156816671445815, 6.415681667144586, 6.4156816671445975, 6.609953736958652, 8.446332320537051, 8.676350604113624, 8.676350604113695, 8.676350604113889, 9.306591377130566, 9.306591377130633, 9.306591377130761, 9.632181206040839, 11.679283717534293, 13.032705760987243, 13.032705760989812, 13.032705760994892, 13.265977917147287, 18.8783899024882","1.3906058365739626, 1.390605836573963, 1.4050651509067837, 1.405065150906784, 5.747125230291359, 5.747125230291359, 5.978534980718214, 5.978534980718216",-1.3877551020408163,"7.632783294297951e-17, -5.551115123125783e-17, -5.551115123125783e-17, 0.0","0.12165653107434117, 1.8783434689256668, 1.8783434689256602, 0.1216565310743315","0.018990162673678593, 0.894783853141777, 0.8947838531417739, 0.01899016267367411"
-3.795918367346939,"1.7768576093972772, 1.8127027816745522, 1.8165396236059796, 1.8205634881615105, 1.820563488161511, 1.820563488161512, 5.859838611311232, 6.067101443290419, 6.067101443290424, 6.067101443290425, 6.213529537429648, 6.21352953742965, 6.213529537429654, 6.350694121208196, 8.114349721619105, 8.310904162063853, 8.310904162063935, 8.31090416206395, 8.73042809782628, 8.73042809782638, 8.730428097826442, 9.06028263637212, 11.199810136560137, 12.26065935971596, 12.260659359717012, 12.260659359718149, 12.441551877624995, 13.799546895318358","1.3913782813494395, 1.3913782813494395, 1.410371417211173, 1.410371417211173, 5.516162519159462, 5.516162519159467, 5.746517569611386, 5.746517569611391",-1.2244897959183674,"-2.0816681711721685e-17, 0.0, -1.6653345369377348e-16, 1.8041124150158794e-16","0.13874739443584705, 1.8612526055641458, 1.8612526055641512, 0.1387473944358559","0.0243368726231968, 0.8822786235003004, 0.882278623500303, 0.024336872623200903"
-3.795918367346939,"1.7705308843012557, 1.8188113431121824, 1.8265237210342469, 1.8294568863591687, 1.829456886359169, 1.8294568863591705, 5.641997171075186, 5.8151102208235494, 5.815110220823552, 5.815110220823558, 5.9806125263139, 5.980612526313901, 5.980612526313905, 6.050709487780695, 7.775057561218482, 7.923481990455393, 7.9234819904554445, 7.9234819904554605, 8.167857274821726, 8.167857274821763, 8.16785727482181, 8.4885455570918, 10.654093825983722, 11.439789915471808, 11.43978991547197, 11.439789915472543, 11.579078418761783, 12.032748526316913","1.3925499284688432, 1.3925499284688436, 1.4182012627961784, 1.4182012627961786, 5.254411653910902, 5.2544116539109025, 5.476152236259003, 5.476152236259004",-1.0612244897959184,"-6.938893903907228e-17, 5.551115123125783e-17, 5.551115123125783e-17, -6.938893903907228e-18","0.1621173257954375, 1.837882674204569, 1.8378826742045646, 0.1621173257954306","0.032270786329915625, 0.8657364505341797, 0.8657364505341775, 0.03227078632991228"
-3.795918367346939,"1.760893486147318, 1.8284546836799649, 1.841887142335536, 1.843244898527005, 1.843244898527007, 1.8432448985270071, 5.3958846466142765, 5.5267408529851565, 5.526740852985157, 5.526740852985159, 5.6998585570288824, 5.7072469036783735, 5.707246903678376, 5.707246903678379, 7.436759597559475, 7.515704643166766, 7.515704643166782, 7.515704643166797, 7.615752306539007, 7.615752306539026, 7.615752306539061, 7.905320255850365, 10.024594164040945, 10.560708802849433, 10.560708802849689, 10.560708802849875, 10.66807845876125, 10.726547159894961","1.3944886111880839, 1.3944886111880843, 1.4302123614355275, 1.4302123614355275, 4.957360892455364, 4.957360892455364, 5.158446842488827, 5.158446842488827",-0.8979591836734694,"-8.326672684688674e-17, 5.551115123125783e-17, 5.551115123125783e-17, -9.71445146547012e-17","0.19585691293971857, 1.8041430870602895, 1.804143087060285, 0.19585691293970872","0.044646446988755285, 0.8427107744434813, 0.8427107744434793, 0.044646446988750796"
-3.795918367346939,"1.746009289055477, 1.8446468351255803, 1.8656519703180714, 1.865651970318074, 1.8656519703180743, 1.8659809462793286, 5.123985278306642, 5.197695849867404, 5.197695849867407, 5.197695849867407, 5.289628400947131, 5.379893480981359, 5.379893480981361, 5.379893480981364, 7.083282342266743, 7.08328234226675, 7.083282342266753, 7.096342147577182, 7.09634214757719, 7.096342147577192, 7.115105038153781, 7.298825764990801, 9.291995487877296, 9.605102390206051, 9.61582295267346, 9.615822952673547, 9.615822952673584, 9.701183738720001","1.3980338958771066, 1.3980338958771072, 1.4492851695394702, 1.4492851695394706, 4.623523562322441, 4.623523562322441, 4.7841105555881045, 4.784110555588106",-0.7346938775510204,"0.0, -5.551115123125783e-17, 1.1102230246251565e-16, -1.0408340855860843e-16","0.24770851958645118, 1.752291480413552, 1.7522914804135505, 0.24770851958644646","0.06507771844021745, 0.8087238247748098, 0.8087238247748092, 0.06507771844021541"
-3.795918367346939,"1.7235789691153744, 1.8733076499613672, 1.902800499197368, 1.903184810171533, 1.9031848101715345, 1.9031848101715356, 4.82411910936518, 4.834534611555869, 4.8345346115558705, 4.834534611555874, 4.845102611485071, 4.983677435514881, 4.983677435514882, 4.983677435514883, 6.605533760454746, 6.605533760454754, 6.605533760454758, 6.666038993861211, 6.6930379529087665, 6.693037952908772, 6.693037952908781, 6.838951684583366, 8.444294817780696, 8.611243021662732, 8.61124302166284, 8.611243021662913, 8.623553254850805, 8.688676699378222","1.4051687757273998, 1.4051687757274003, 1.4797540874534356, 1.479754087453436, 4.263876453314287, 4.263876453314288, 4.349519647404186, 4.349519647404186",-0.5714285714285714,"9.71445146547012e-17, 0.0, -5.551115123125783e-17, -1.1102230246251565e-16","0.3323431372888146, 1.6676568627111785, 1.6676568627111794, 0.3323431372888256","0.10067288468697742, 0.7557188610061661, 0.7557188610061666, 0.10067288468698264"
-3.795918367346939,"1.694338340963153, 1.9234227367878516, 1.9496405678453186, 1.9631020739755534, 1.9631020739755545, 1.9631020739755567, 4.350694130629822, 4.484722195850558, 4.4847221958505585, 4.48472219585056, 4.522540119053483, 4.522540119053484, 4.522540119053484, 4.606182998818088, 6.084164409254627, 6.266164929906193, 6.266164929906196, 6.2661649299062026, 6.373821470760151, 6.373821470760157, 6.373821470760164, 6.64169809060161, 7.51654523665873, 7.6049631070537, 7.604963107053729, 7.604963107053739, 7.7098853068549795, 7.863783683017259","1.4200065287278507, 1.420006528727851, 1.5238007427543614, 1.5238007427543616, 3.8770651974114085, 3.8770651974114085, 3.927449187755691, 3.927449187755693",-0.40816326530612246,"0.0, 0.0, 0.0, 1.3877787807814457e-17","0.473183863708777, 1.526816136291218, 1.5268161362912196, 0.47318386370878596","0.16352245076092656, 0.6721408622687745, 0.6721408622687749, 0.1635224507609307"
-3.795918367346939,"1.6717257310798652, 1.9790388210660748, 1.9933128283639936, 2.0351475771867453, 2.0351475771867493, 2.0351475771867498, 4.005875868252696, 4.06764892943589, 4.067648929435892, 4.067648929435892, 4.285771342130056, 4.285771342130057, 4.285771342130057, 4.366386597191123, 6.047678364523402, 6.200921128680318, 6.200921128680326, 6.200921128680327, 6.21224940965126, 6.212249409651266, 6.2122494096512675, 6.313070428137185, 6.700141198205884, 6.819198954180698, 6.819198954180705, 6.819198954180715, 7.175662249106996, 7.49601863094898","1.4462720872064894, 1.4462720872064898, 1.5665427209492342, 1.5665427209492344, 3.45210134137115, 3.4521013413711525, 3.7251730941705627, 3.7251730941705627",-0.24489795918367346,"1.6653345369377348e-16, -1.6653345369377348e-16, 2.7755575615628914e-16, -2.498001805406602e-16","0.6821449848636075, 1.3178550151363897, 1.3178550151363906, 0.6821449848636136","0.2620697351276124, 0.5561725611423093, 0.5561725611423094, 0.26206973512761506"
-3.795918367346939,"1.677623005682781, 1.9674963128332545, 2.0479902901068185, 2.0797369971743938, 2.0797369971743955, 2.079736997174396, 3.7394771949929413, 3.739477194992942, 3.739477194992942, 3.926594206471817, 4.022227074173106, 4.356192637575162, 4.3561926375751625, 4.356192637575163, 5.709686344554227, 5.9976310428670665, 5.997631042867067, 5.997631042867069, 6.228134529816358, 6.490930067252781, 6.490930067252786, 6.490930067252808, 6.805047834839949, 6.805047834839967, 6.805047834839984, 7.461004131986841, 7.476004656778802, 8.016411656637331","1.4764548007988905, 1.4764548007988905, 1.581806241925969, 1.5818062419259693, 3.1865539153244793, 3.1865539153244793, 3.703527500276695, 3.7035275002766954",-0.08163265306122448,"8.326672684688674e-17, -5.551115123125783e-17, 3.3306690738754696e-16, -3.0531133177191805e-16","0.9071209454995419, 1.0928790545004556, 1.092879054500444, 0.9071209454995586","0.3740833117690251, 0.44138783133653015, 0.4413878313365243, 0.3740833117690334"
-3.795918367346939,"1.707437182463584, 1.943431588205622, 2.072173307204047, 2.093567769683333, 2.093567769683334, 2.0935677696833355, 3.5640394407473894, 3.5640394407473908, 3.564039440747392, 3.7637916031145835, 4.004020441970746, 4.501479792525001, 4.501479792525001, 4.501479792525002, 5.279223988852755, 6.010334792517877, 6.010334792517884, 6.010334792517889, 6.194920022061411, 7.024849815643613, 7.0248498156436145, 7.024849815643623, 7.322490986600112, 7.322490986600118, 7.3224909866001315, 7.9592242529528505, 8.055997132325686, 8.091786046011933","1.4990019284023834, 1.4990019284023834, 1.5798811542241, 1.5798811542241002, 3.0730434247154896, 3.073043424715491, 3.7145107660824968, 3.7145107660824985",0.08163265306122448,"1.1102230246251565e-16, -8.326672684688674e-17, 3.0531133177191805e-16, -3.3306690738754696e-16","1.0748432730439725, 0.9251567269560252, 0.9251567269560088, 1.0748432730439936","0.4623326809093342, 0.36410585419664626, 0.36410585419663827, 0.46233268090934493"
-3.795918367346939,"1.7405603067020217, 1.9262722337718015, 2.085101387010622, 2.1000259783617636, 2.1000259783617654, 2.1000259783617663, 3.479418482672423, 3.4794184826724233, 3.4794184826724246, 3.6170988866622316, 4.070078455575677, 4.524742067375779, 4.52474206737578, 4.52474206737578, 5.01514013470736, 6.160875517728714, 6.36614125806692, 6.366141258066923, 6.366141258066925, 6.472177890811154, 7.632017328600581, 7.632017328600591, 7.632017328600613, 7.965845770605866, 7.965845770605897, 7.965845770605901, 8.470070989411402, 8.778798894662007","1.5141795215906766, 1.5141795215906766, 1.5778767923430845, 1.5778767923430848, 3.0295965760688173, 3.0295965760688177, 3.6783998049530138, 3.6783998049530138",0.24489795918367346,"-5.551115123125783e-17, 0.0, -2.7755575615628914e-17, -5.551115123125783e-17","1.179648460412662, 0.8203515395873362, 0.8203515395873193, 1.1796484604126816","0.520550634001602, 0.32097261696189533, 0.320972616961887, 0.520550634001612"
-3.795918367346939,"1.7677448378296052, 1.9154984424707715, 2.095937857663753, 2.1067748535122797, 2.1067748535122814, 2.1067748535122828, 3.435871284366755, 3.4358712843667556, 3.435871284366756, 3.533633443786002, 4.099574666462922, 4.480655354460358, 4.48065535446036, 4.48065535446036, 4.844882802070263, 5.477431571300722, 6.846309154206069, 6.846309154206077, 6.846309154206079, 6.881840008707738, 8.22354415518422, 8.223544155184253, 8.223544155184287, 8.611010298303722, 8.611010298303789, 8.611010298303812, 8.965365070828067, 9.45620774465452","1.5252766819144867, 1.5252766819144867, 1.5781658603020507, 1.5781658603020507, 3.0095400021929026, 3.009540002192904, 3.6204152760486332, 3.6204152760486332",0.40816326530612246,"-1.1102230246251565e-16, 0.0, -2.7755575615628914e-17, 5.551115123125783e-17","1.2454759076970998, 0.7545240923029021, 0.754524092302918, 1.2454759076970832","0.5589576307907538, 0.29674923542215087, 0.29674923542215864, 0.5589576307907451"
