U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-1.836734693877551,"2.3053777909866704, 2.3074495462793014, 2.3079604428009, 2.3114907843079173, 2.3125979107330803, 2.3156772703077713, 2.316371358067572, 2.3165582797310544, 2.3172120280567854, 2.317251212275391, 6.537712519275697, 6.745190936335733, 6.749889595714885, 6.821111999243379, 6.9336987726465455, 6.967063929543075, 7.018810098813656, 7.403426895383282, 7.696564165206427, 8.08127830758204, 8.542076040793871, 8.58637960256812, 9.075647304154, 9.104947410016809, 9.182382975476488, 9.252473349577569, 9.30446242103091, 9.309211844251484, 10.181880362290155, 10.653138446650763, 11.370880516250379, 11.970619321363985, 12.439636826278216, 13.086167147841051, 13.503701977938858, 13.78952430299635, 13.84907837113807, 14.020331269635392, 14.562217029398543, 15.123540914974924, 15.15558345578505, 16.627977185671018, 17.33470744594693, 24.008407931827687, 24.548872671006393","1.609621206862601, 1.614411313480846, 1.6147563756739824, 1.6192832446506913, 1.6231430988473259, 5.847697552541792, 6.317955277115316, 6.681973579562775, 7.38844937169205, 8.470029318831196",-1.8775510204081634,"0.029366152732713112, 0.18969157062622427, 0.06188455328212755, 0.18969157062622088, 0.029366152732714135","0.1419573805046367, 1.4374904239782444, 1.8411043910342206, 1.4374904239782555, 0.1419573805046412","0.007670991163177445, 0.4830200210516503, 0.8446272640855489, 0.48302002105165853, 0.007670991163178204"
-1.836734693877551,"2.305640311095374, 2.307882627627438, 2.3085149915079235, 2.3116566430148007, 2.3129252892112606, 2.316946853511303, 2.3170606306613775, 2.3174339291732093, 2.317929531041968, 2.317949317820629, 6.499310993805455, 6.723946635863285, 6.729103528164555, 6.7891047077260955, 6.823575481783211, 6.938470805825496, 7.015234686295716, 7.2760081745009, 7.643716775893905, 7.932228204509527, 8.366204846608907, 8.40607252579185, 8.917691186745968, 9.009733199420124, 9.118669386381018, 9.178556081077307, 9.190678668058748, 9.249017415385325, 10.16599097436989, 10.394681448560227, 11.23945825483824, 11.868371354472872, 12.300029858897192, 12.838683567038933, 13.147421348652164, 13.192736221689906, 13.612057325001448, 13.760373421747198, 14.258455549223259, 14.939645732296446, 15.217837701243436, 15.944217720585733, 16.805613252457345, 17.05698736547714, 22.99139220365661","1.609636439600317, 1.6148338149034354, 1.6153249419124633, 1.6196002922761197, 1.6238233247941805, 5.812249783626444, 6.312626410960547, 6.555292059235974, 7.237842786195638, 8.407412862222419",-1.7142857142857142,"0.03378172664156883, 0.18103723644649378, 0.07036207382387605, 0.18103723644649244, 0.03378172664156902","0.16126431872183838, 1.4310562605164634, 1.815358841523394, 1.431056260516467, 0.16126431872183986","0.0098699467840545, 0.48252573880400135, 0.8204861224109437, 0.4825257388040042, 0.009869946784054812"
-1.836734693877551,"2.305898793921838, 2.3083728003306923, 2.309125428380446, 2.311966328636287, 2.313513838804162, 2.3180237051918766, 2.318365536733353, 2.3187066700764087, 2.3189021656435562, 2.3189141083987503, 6.455322845522252, 6.67485899664769, 6.698817970072651, 6.70447384195024, 6.741468907525502, 6.942809816878026, 7.001186229960506, 7.134164055828861, 7.596628651066123, 7.7612553060253795, 8.157043877912253, 8.188045991452919, 8.714560255938606, 8.895048243171068, 9.021826786925217, 9.064927683025555, 9.122633567390768, 9.212914761688488, 10.064207755231429, 10.258988404975627, 10.845750629218015, 11.759374875526115, 11.886513421313767, 12.012016161671987, 12.53133318762226, 12.88243444291499, 13.268166675842128, 13.521655893761002, 13.651772111499284, 14.81699457430999, 14.906343897197479, 15.274269188268219, 16.25499572656753, 16.300270812894993, 22.14787610708773","1.6096455111051988, 1.6152769854565816, 1.6159599309139294, 1.6201863391999776, 1.624775295753308, 5.773016613586049, 6.296459073970562, 6.414871700446643, 7.066224579099404, 8.315580036333886",-1.5510204081632653,"0.03921730502961186, 0.17077371376037298, 0.0800179624200289, 0.1707737137603742, 0.03921730502961242","0.18526965420747507, 1.4227863436930746, 1.783888004198904, 1.4227863436930732, 0.18526965420747646","0.013019566559896325, 0.48151291496753335, 0.7915178754320001, 0.4815129149675316, 0.013019566559896617"
-1.836734693877551,"2.3060938842625083, 2.308938605909855, 2.3097865398254354, 2.3125431343977803, 2.314559706652016, 2.3194090464864363, 2.31999167575925, 2.3202724627328495, 2.3203271100177725, 2.3206162350867805, 6.401456143886029, 6.525674838018538, 6.667946462698294, 6.668728964037084, 6.675362450523306, 6.942379291737734, 6.966626659227118, 6.976501464827837, 7.553296961612734, 7.564524368773563, 7.907024180238459, 7.9273298201200575, 8.46487697811543, 8.746697871437808, 8.863944145771908, 8.932393627167903, 9.092595789261683, 9.20781601521565, 9.89450880964925, 10.234527700389888, 10.254997280163508, 10.626003857562539, 11.468688075178655, 12.129741722217014, 12.311792441583345, 12.56933366201385, 12.847211275419498, 12.9866134987063, 13.218417204198973, 14.635951983554248, 14.771282441479034, 14.937882692837777, 15.846449306722093, 15.956076411360488, 22.075206788271014","1.6096505037753024, 1.6157455004652452, 1.6166543200057006, 1.6212358110984726, 1.626152707373625, 5.728860862352293, 6.258632970060601, 6.2593674857078465, 6.869579408438909, 8.169954777416915",-1.3877551020408163,"0.045922061971947155, 0.1586846949165744, 0.0907864862229606, 0.1586846949165711, 0.04592206197194676","0.2155819497254276, 1.4118505603267972, 1.7451349798955418, 1.4118505603268052, 0.2155819497254285","0.017644119631591123, 0.4795207277989015, 0.7567459232959248, 0.47952072779890836, 0.01764411963159132"
-1.836734693877551,"2.3061199644743438, 2.3095493448172175, 2.310501663668838, 2.3136507128750465, 2.3163582716927444, 2.3213615272533015, 2.3219953295901976, 2.32231415613492, 2.3224048576926224, 2.323488652558867, 6.317340355239599, 6.3995886952816745, 6.555513652202572, 6.632498509810529, 6.642228475075797, 6.80406042394291, 6.898018811024363, 6.930154507526759, 7.3419385649560365, 7.498463155535815, 7.613172112063427, 7.625936987058606, 8.196154581130523, 8.549225455422789, 8.622254682230226, 8.801205082318832, 9.093249135773922, 9.235806655418244, 9.542315454009577, 9.716338423269303, 9.762244212756672, 10.288124048005573, 10.794385265365065, 12.053665715614637, 12.117702072409656, 12.229890309267848, 12.710912770692476, 12.860107450743124, 12.860238292947594, 14.120769247100732, 14.225339660366663, 14.691287013016437, 15.722115105198128, 17.034527943653035, 27.631021115928547","1.6096723638003132, 1.6162627776278284, 1.6173935332724663, 1.6230231582909953, 1.628167967781061, 5.678690038267339, 6.085622526248207, 6.1874669449073085, 6.646352766991978, 7.944266423719047",-1.2244897959183674,"0.054165969823413505, 0.1446369778427603, 0.1023941046676522, 0.14463697784276086, 0.05416596982341359","0.254458776176057, 1.3970232939466076, 1.6970358597546733, 1.3970232939466067, 0.25445877617605783","0.024594386119986666, 0.47581018930621316, 0.71508222875503, 0.4758101893062124, 0.02459438611998691"
-1.836734693877551,"2.3058117265836864, 2.31007977566571, 2.3113080952657725, 2.315766001742765, 2.3192973387559856, 2.3237714342568134, 2.3249204592571395, 2.3253905174268032, 2.325454031826343, 2.3276567417338807, 6.1878307872854075, 6.320800994438122, 6.392622722120123, 6.5792069837367375, 6.607074022791567, 6.632532397946141, 6.78174495683726, 6.895069545393507, 7.100680988070268, 7.281828708512293, 7.295024262420043, 7.377907080096246, 7.992169349513512, 8.298169369580807, 8.302090068095659, 8.678735458693202, 8.862884364038994, 8.951496354846837, 9.116280049358942, 9.29405995797936, 9.673632751798689, 10.096781320310807, 10.33454948125541, 11.315891939805015, 11.816337278821576, 11.844453203356723, 12.313154486505054, 12.417299568467303, 13.122488041359883, 13.397403185750838, 14.433159536473783, 15.320716288076246, 18.446313113016256, 19.06947839703226, 20.27555899963723","1.6097748719024825, 1.6168897412762764, 1.6181586220493527, 1.6258713090643133, 1.6310677765447816, 5.6216599653138175, 5.898532745024437, 6.066061716971938, 6.401217841259555, 7.628920381998489",-1.0612244897959184,"0.06417946429240612, 0.12869661457069542, 0.11424784227379786, 0.1286966145706951, 0.0641794642924057","0.30500219970088416, 1.3765577533297972, 1.6368800939386383, 1.3765577533297977, 0.30500219970088366","0.035232997077712144, 0.46927655943478896, 0.665414758278413, 0.4692765594347896, 0.035232997077712144"
-1.836734693877551,"2.304953691616361, 2.3104108137981973, 2.3123178242247535, 2.319442588811054, 2.323734412946986, 2.3266267961439815, 2.329243381429717, 2.3297739162182545, 2.3299247217111683, 2.3331613642682463, 6.068556530799119, 6.179439683025278, 6.253383697077213, 6.426610829223728, 6.556650686242987, 6.572072081903624, 6.611710989049224, 6.815783598984314, 6.860269873423571, 6.932916725121385, 6.956765991575241, 7.143335604650139, 7.907797517755458, 7.960339583562138, 8.032254209865748, 8.242133849672184, 8.302367916342591, 8.573321745933425, 9.117817821323195, 9.379225290707588, 9.438723230889046, 9.61592228580145, 10.361523104615538, 10.613371547407011, 11.308261582852, 11.408981503054855, 11.819681067395763, 11.891888979205287, 11.893056224531557, 12.645068289061404, 12.68983700832999, 13.801813821396548, 14.489730512737603, 15.07524778372034, 16.920094795122072","1.6100886821501343, 1.6177439406935867, 1.6189397244844905, 1.6300034098586293, 1.635014364962014, 5.557102354351736, 5.708134350700666, 5.887569698649699, 6.149833336379441, 7.248876761425194",-0.8979591836734694,"0.07600445650501031, 0.11131658258351268, 0.12535792182295397, 0.11131658258351262, 0.07600445650501009","0.3711590342489114, 1.3481498766174878, 1.5613821782671997, 1.3481498766174878, 0.37115903424891017","0.051631833840876155, 0.4584459522533336, 0.6068874377142512, 0.458445952253334, 0.051631833840875864"
-1.836734693877551,"2.303365343799884, 2.3104966992580973, 2.31376297988658, 2.3250394159962076, 2.329626888868081, 2.330197786945924, 2.3348513893373983, 2.3354138675274307, 2.3361712881218186, 2.3391011271724267, 5.939671134451788, 6.008837925836602, 6.1822519570767, 6.272611057525256, 6.397409030059009, 6.497356835540461, 6.530554372457171, 6.601475591274169, 6.625785873625499, 6.646011719859813, 6.683823929279973, 6.870475858978414, 7.5625452602700385, 7.716315077028935, 7.7810499582095165, 7.7922118435478405, 8.025354925911548, 8.490907029650938, 8.891032879849009, 8.992598346843973, 9.45168872135782, 9.559871720344571, 9.848834865095784, 10.253327198206213, 10.433144741540366, 10.804099682273483, 10.874306905418567, 11.376353543750364, 11.434408426799797, 11.943226245800814, 12.016731008033696, 12.927113676932708, 13.350636430203421, 13.57257121055652, 15.152126532687108","1.6108103431839622, 1.6189936140216623, 1.6197694393850866, 1.6351725164235, 1.6397996597224653, 5.483035276430573, 5.538119977321664, 5.661496722894057, 5.921543165818321, 6.863378161139076",-0.7346938775510204,"0.08920301734737776, 0.09357286840450985, 0.13444822849622423, 0.09357286840451018, 0.08920301734737826","0.456947539538799, 1.3092334551034535, 1.4676380107154956, 1.3092334551034523, 0.4569475395387997","0.07654874363301434, 0.44174459641648045, 0.5396643005461511, 0.4417445964164797, 0.07654874363301443"
-1.836734693877551,"2.301141357848151, 2.310328003331908, 2.316019998076534, 2.3323979336439544, 2.334568713641336, 2.33600254170189, 2.340951506471859, 2.3417847567613532, 2.3430746427352975, 2.3437868922917175, 5.720873989468621, 6.038509891470663, 6.12155364770851, 6.164623084289741, 6.172672153151366, 6.331597436230914, 6.407483251670895, 6.408153188876513, 6.411084937185783, 6.441631984281428, 6.497885919198304, 6.649788456709992, 7.315239528081697, 7.338707894316814, 7.455904814286466, 7.619988518344924, 8.15704529107232, 8.398359146757207, 8.583399747491908, 8.650123052299309, 8.880729756196917, 9.06399733439714, 9.585748790707257, 9.905159162664345, 10.428748181785009, 10.438824602067518, 10.479863278653854, 10.966265520478958, 11.191656928343047, 11.305802614398859, 11.543584473418957, 12.049766915791105, 12.382168305263669, 12.56624896598321, 13.799370004556435","1.612134022303709, 1.6207889886719533, 1.6207932135427348, 1.640203405469155, 1.6445368633229687, 5.392471311627033, 5.416453845236772, 5.423333952577626, 5.75241659070299, 6.549781503468541",-0.5714285714285714,"0.10249404295340508, 0.0772576280830139, 0.14049665792716237, 0.07725762808301379, 0.10249404295340504","0.5640173038450348, 1.2579374431811146, 1.3560905059477022, 1.257937443181115, 0.5640173038450343","0.11262998111555939, 0.41826119315097443, 0.46645055264683344, 0.4182611931509748, 0.11262998111555923"
-1.836734693877551,"2.2990130582458046, 2.3101011010848596, 2.3195622225533654, 2.339603938169696, 2.3406602180731184, 2.3411422725548485, 2.342448550920169, 2.3461612098253406, 2.347682336232029, 2.351710250004436, 5.575478815858188, 5.94190295966725, 5.944325186537018, 6.086274216464875, 6.1209658905559765, 6.158134209704422, 6.25485631552725, 6.279144464576554, 6.307929362927263, 6.345429453990815, 6.386048202667864, 6.524961180589044, 7.149949847689605, 7.289252714871305, 7.411755912296126, 7.504859270972665, 8.052263448046114, 8.071103322094652, 8.188133204433528, 8.218694941099447, 8.650966533589125, 8.71597912634518, 9.611410590571362, 10.112021513081523, 10.116996981890988, 10.149714743437997, 10.360732193886617, 10.864147048247801, 10.867369096414976, 11.07032558141099, 11.222110145029177, 11.332442330318864, 11.787289783487944, 11.910845158302266, 12.77222400020904","1.6140871371487802, 1.6223388978658433, 1.6232166394891505, 1.6433524117089362, 1.648029798673725, 5.186443456226393, 5.277895577826337, 5.388543582101847, 5.658557153827413, 6.366894602003491",-0.40816326530612246,"0.11378351791555161, 0.06438541374642526, 0.1436621366760463, 0.06438541374642537, 0.11378351791555166","0.6879842282978768, 1.1944859638050733, 1.2350596157941007, 1.1944859638050735, 0.6879842282978765","0.16047145349387115, 0.3887379735047016, 0.39392451830788566, 0.3887379735047015, 0.16047145349387085"
-1.836734693877551,"2.2983440239995243, 2.3105154570727384, 2.324750326824254, 2.3374228020097703, 2.3442141027686016, 2.3452956775062637, 2.3490446752384027, 2.3497529830251307, 2.352379318065928, 2.3590591694888223, 5.529801820493886, 5.742267654774543, 5.808599199285086, 5.829304256023178, 5.912025482462313, 6.02760708334383, 6.081021934541578, 6.25736191304718, 6.307672168013009, 6.432745545482987, 6.4743582656120555, 6.496432150409852, 7.088683382780602, 7.452744366030105, 7.454597863822394, 7.455494422436537, 7.608795021962427, 7.757019954512096, 7.946163595088783, 7.98570905214918, 8.874179006449811, 8.989485547439642, 9.690193389301262, 9.776268309336121, 9.83241840382817, 10.105996279173839, 10.15781040629855, 10.704431523785574, 10.951839766214167, 11.016976568859713, 11.028543014337897, 11.172942807877936, 11.512492361139303, 11.667564292941634, 12.078978100443582","1.616410220670572, 1.6249293304559582, 1.626350687695725, 1.6440655925887024, 1.6500862628588053, 4.991173422422002, 5.15384421592779, 5.409620492051829, 5.602058846952409, 6.290756527289939",-0.24489795918367346,"0.12117768157077485, 0.055995432169412385, 0.1456537725196253, 0.055995432169412496, 0.12117768157077483","0.817863020154994, 1.1214575025871893, 1.121358954515633, 1.1214575025871882, 0.8178630201549941","0.2170127476075897, 0.35553859569354807, 0.33130359270100807, 0.3555385956935475, 0.21701274760758973"
-1.836734693877551,"2.300200989982499, 2.3124513138260445, 2.3314159991556345, 2.331729604420375, 2.3462219438939433, 2.351614199866195, 2.352796697266066, 2.3564672426184305, 2.357140710304678, 2.365937943680123, 5.56308052832757, 5.568850510466569, 5.587357889502635, 5.694298421822268, 5.733393165442475, 5.8355408204019295, 6.05385223449325, 6.20464839160967, 6.255444785674729, 6.378381449418795, 6.417145045304078, 6.561237340355931, 7.055054212590056, 7.072522901159186, 7.3071267876007475, 7.4121767198709065, 7.450794681975992, 7.552343984439485, 7.957057196568952, 8.76315370701026, 9.2349890045768, 9.476491379492435, 9.597286878402262, 9.640261683339466, 9.934746476594981, 10.003742723784667, 10.3991270227369, 10.428813842893197, 10.692928527665373, 11.075039227620865, 11.102772776606614, 11.18397237738531, 11.47289315840326, 11.819326897807684, 12.187719157020455","1.618809808569797, 1.6288546123663914, 1.630370131035995, 1.6436453026355107, 1.6518252674093148, 4.832917067342502, 5.0485722700564715, 5.409464869176489, 5.512719610010829, 6.219803124948681",-0.08163265306122448,"0.12428434312651973, 0.05138857380674905, 0.1486541661334624, 0.051388573806749355, 0.12428434312651965","0.9420790872852587, 1.041809083186195, 1.0322236590570932, 1.041809083186195, 0.9420790872852584","0.27693591956297825, 0.32099024564406925, 0.2854672770615074, 0.3209902456440693, 0.27693591956297814"
-1.836734693877551,"2.304371127894435, 2.3159378286028702, 2.3285719129942724, 2.338576425771976, 2.34845105328071, 2.3550703724669755, 2.3596911595449384, 2.3608188587101817, 2.3648350618980327, 2.372597560772986, 5.401898377215677, 5.428175156481946, 5.594570843835214, 5.61300239153852, 5.634667893047646, 5.702572199426261, 6.019527430852298, 6.082767052110674, 6.1384970038829465, 6.139154030290761, 6.293872331174392, 6.607480089486278, 6.975419293066671, 7.001515066037267, 7.156672809375138, 7.163088250870674, 7.197025059089595, 7.404392417658353, 8.394436393459229, 8.466001610831265, 9.03326685493096, 9.26260402986641, 9.503190119887359, 9.510491145981263, 9.876373031543425, 10.075835100693443, 10.207654508596368, 10.507763454376818, 10.721507907515925, 10.821659673229918, 10.952729526415496, 11.099559416791271, 11.663676499313345, 12.22608165590664, 13.128315813295238","1.6213542034393134, 1.6337281895798277, 1.6352326206309327, 1.6432892825781351, 1.6541021536641003, 4.710584967171153, 4.975662866695268, 5.333717381810222, 5.371703318423564, 6.08396688583803",0.08163265306122448,"0.12420078874656834, 0.04881988263632636, 0.15395865723421032, 0.04881988263632667, 0.12420078874656837","1.0548821310512366, 0.9569198690183721, 0.9763959998607856, 0.9569198690183711, 1.0548821310512344","0.33594524282594773, 0.28602693999400586, 0.25786395421211056, 0.28602693999400536, 0.33594524282594646"
-1.836734693877551,"2.309599161152958, 2.319662744119694, 2.329039720071327, 2.3447198746715796, 2.3510107504160422, 2.3580327631434543, 2.365283368361348, 2.366952090003475, 2.371332359266777, 2.3783938440568857, 5.2821551235109245, 5.3299932209778715, 5.499798137503903, 5.563169940175469, 5.629810552748397, 5.686456866753015, 5.940741598867965, 5.953974214689175, 5.959579622000248, 5.982808543002344, 6.134468816078201, 6.564745731381792, 6.867207120793677, 6.933482577666286, 6.985551462142441, 7.04216538345211, 7.049255203634072, 7.269446317900444, 8.01609135236594, 8.198066033371576, 8.798733156628725, 8.870800009097612, 9.125866742681499, 9.328330791844756, 9.422522521697525, 9.867289304295346, 10.067245882330793, 10.417866890098814, 10.671390782590581, 10.706577869932191, 10.918818869406913, 10.945374773217768, 11.91623528628515, 12.805261109222661, 14.456536628552476","1.6241348258418256, 1.6385158500942443, 1.6403781811393834, 1.643013258450007, 1.656533315632426, 4.628632583330532, 4.937967269814777, 5.205698151065156, 5.22319603011403, 5.90169829374326",0.24489795918367346,"0.12243396772912832, 0.04667847358456251, 0.16177511737261904, 0.046678473584562064, 0.12243396772912785","1.1562966513988868, 0.8669199426301047, 0.9535668119420169, 0.8669199426301037, 1.1562966513988868","0.39211552024161644, 0.2505826755773769, 0.24603407704940783, 0.2505826755773765, 0.3921155202416166"
-1.836734693877551,"2.314492916048763, 2.3223683415733336, 2.332023376280087, 2.348448331866384, 2.3530299942841735, 2.360024260885616, 2.368632299786686, 2.372308999355635, 2.3753037116648112, 2.3819364475329197, 5.222842870288613, 5.28273490016903, 5.44823106555515, 5.543708733024074, 5.613763284952769, 5.701778010934675, 5.805955648848066, 5.818820323665045, 5.8981228125690865, 5.937737280419538, 5.996185785548945, 6.486131061600491, 6.679500561053632, 6.834354082167685, 6.893082133856837, 6.89895406399893, 7.118509851713245, 7.159249007360225, 7.368965058723093, 7.875918171039573, 8.634823296137098, 9.041780991819795, 9.241582125842804, 9.319563315447757, 9.375039043237416, 9.794741042250369, 9.992215062668445, 10.464613016539513, 10.537851719586223, 10.705739134781275, 10.893645814550425, 10.910363897603029, 11.791757523043648, 13.50913875880199, 16.399773641127524","1.6265864913311194, 1.6419744000864103, 1.6425499622071382, 1.6448442448962093, 1.6579960376276612, 4.595155293393057, 4.93778201127408, 5.080569605588779, 5.114433323662713, 5.726914481908458",0.40816326530612246,"0.12012969775642401, 0.04401588085565866, 0.17170884277583504, 0.044015880855658995, 0.12012969775642324","1.2483816084504362, 0.7723119688124068, 0.9586128454743114, 0.772311968812406, 1.24838160845044","0.4449691176985694, 0.21468366166964484, 0.24633061560797395, 0.2146836616696442, 0.4449691176985716"
-1.836734693877551,"2.318087662431557, 2.324111490401056, 2.334784708939493, 2.3489638233861743, 2.3534429008979325, 2.3597965090337505, 2.3693713289619622, 2.3742224201413817, 2.3755562834503707, 2.381899510296127, 5.22312025599246, 5.291953777105674, 5.441339659489514, 5.558098564571388, 5.650682307280084, 5.711492019646031, 5.727633293893153, 5.773678083435184, 5.8687166742106625, 5.916699137378572, 5.946276212574351, 6.4198995805178924, 6.584203427684242, 6.636941498257982, 6.875288301547248, 6.933789765240477, 7.020677613229055, 7.075099308045813, 7.27247965122641, 7.7343923635593494, 8.55794068822854, 9.004455718711752, 9.240187872329484, 9.371458026644207, 9.640248337154041, 9.702546728303, 9.977649010912454, 10.48556210951416, 10.52385060538182, 10.740104728814575, 10.84285769038681, 11.304045240361972, 11.453505806252084, 14.304329511820974, 23.077588370710174","1.627587625438165, 1.6420021099659017, 1.643145954503965, 1.647631364908088, 1.6574749522378818, 4.617466104221725, 4.978325854827376, 4.997236086670458, 5.069646492724389, 5.598142872601209",0.5714285714285714,"0.11793012881246068, 0.04051551587216479, 0.18310871063075, 0.04051551587216379, 0.11793012881246051","1.3324371349942277, 0.6752165009929926, 0.984692728025564, 0.6752165009929922, 1.3324371349942234","0.49422502022764303, 0.17909424985252428, 0.2552346329249845, 0.17909424985252428, 0.49422502022764053"
-1.836734693877551,"2.3199718903660806, 2.324832430537469, 2.335540208861596, 2.3462828095301065, 2.3516179276177365, 2.356753805498949, 2.366704838999123, 2.37174277203726, 2.372019307609002, 2.3778109704674435, 5.28139843409381, 5.359206558131621, 5.481290593138, 5.614462976236179, 5.72435965235094, 5.735988779631154, 5.756162694458916, 5.795187620186152, 5.892012615894377, 5.909442847873018, 5.997957413715353, 6.396403036668015, 6.5194360745464675, 6.562194783117566, 6.929627332522533, 6.975503795897983, 6.99317314251566, 7.041507817543682, 7.393669894536765, 7.686095276265934, 8.569727586805412, 9.02221829947357, 9.302762995756018, 9.423423787496235, 9.66208005549725, 9.823179416510474, 10.02339058088429, 10.42540055177136, 10.522699987016468, 10.821840496227258, 11.20615637293337, 11.255354191825143, 11.828815836379842, 15.164405457083918, 17.977633146225905","1.626560188311701, 1.6413206669335454, 1.6417551598806348, 1.648110963975436, 1.6546217329956334, 4.69863719340123, 4.972801990576024, 5.061379310451424, 5.09494679488077, 5.531975904272292",0.7346938775510204,"0.11610019393354887, 0.03630272476879459, 0.19519416259531303, 0.036302724768795064, 0.1161001939335487","1.4082426525824585, 0.5795165103570934, 1.0244816741208935, 0.579516510357093, 1.4082426525824632","0.5392376494880831, 0.14528893533449433, 0.26958568598424015, 0.14528893533449413, 0.5392376494880858"
-1.836734693877551,"2.320227939272566, 2.324370141063807, 2.3339822365232643, 2.3412172921535888, 2.347659346880644, 2.351308707069954, 2.360991922223148, 2.364649130733791, 2.3662171818350304, 2.3703735797402357, 5.392641832768437, 5.480571159998911, 5.567405949866418, 5.718783230305656, 5.790402724180231, 5.848778623005869, 5.86303800787928, 5.870267914745025, 5.971348519275457, 5.972773481087875, 6.092673662462159, 6.425498503011713, 6.490548282036621, 6.6004250088155025, 6.9965703173255545, 7.026428451996872, 7.051144808758904, 7.211321710753618, 7.532068642490276, 7.707211171029166, 8.662927307504818, 9.101751062687464, 9.420919007558192, 9.536775306240031, 9.699234450802011, 9.965869077214021, 10.13115954685954, 10.429025001447114, 10.6407059816042, 10.868675796281696, 11.103502609795179, 11.91590912732749, 12.407292105008144, 16.06597291983125, 17.286039502286577","1.624153247142115, 1.6383129963681957, 1.6399125581856022, 1.6463000187678063, 1.6498783546783558, 4.835428072880321, 5.009586415977564, 5.184864511705024, 5.185225125483003, 5.530110554692064",0.8979591836734694,"0.11468223877656658, 0.03173897205273282, 0.20715757834139945, 0.03173897205273292, 0.11468223877656836","1.4746957661151694, 0.4898357126096979, 1.07093704255027, 0.4898357126097008, 1.474695766115161","0.579140331940658, 0.11491958625188643, 0.2866192050030967, 0.11491958625188724, 0.579140331940652"
-1.836734693877551,"2.319273076352586, 2.3228621122943185, 2.3307324012943162, 2.335010561935551, 2.342287281116377, 2.3445517435214596, 2.3534427327884373, 2.355807048427596, 2.3582148921185735, 2.3610875091054684, 5.547369229087995, 5.646615301211685, 5.694325790315194, 5.867364289982112, 5.913223131854432, 5.984156293295583, 5.988479646250817, 6.023003911085934, 6.090245051882283, 6.104256921789349, 6.227672860133469, 6.503445678786296, 6.5306371453490275, 6.689514674666015, 7.104443089628522, 7.1079081148031955, 7.230461479120253, 7.427971246586457, 7.692278500944434, 7.779105153067877, 8.824499076702136, 9.241340585410546, 9.588577709591208, 9.709255547166448, 9.815806467409997, 10.122276655778437, 10.299302943519645, 10.525865995516902, 10.822669005200645, 10.971564842769697, 11.1337134094278, 12.670183051147106, 13.004255114074859, 16.98681124758353, 17.237231485568614","1.6213357661593883, 1.6337994168488201, 1.6374700507933428, 1.6428075516057554, 1.644164243000994, 5.018496768854166, 5.100611939779302, 5.328485457968468, 5.341471004989873, 5.586098695206135",1.0612244897959184,"0.11361606068796481, 0.02722743136441702, 0.2183130158952375, 0.027227431364417312, 0.11361606068796376","1.5309095217561757, 0.40998323927459546, 1.118214477938455, 0.409983239274595, 1.5309095217561817","0.6133034456113012, 0.08916396715697053, 0.304135726864307, 0.08916396715697017, 0.6133034456113052"
-1.836734693877551,"2.3176324573257028, 2.320688383410872, 2.326719051950637, 2.328801512840439, 2.3364192730693927, 2.3376246777562324, 2.345417901184117, 2.3467520749197757, 2.3495631242673403, 2.3515020936848443, 5.733223895453555, 5.84460678908409, 5.852968608268486, 6.046470110968513, 6.077129886327817, 6.143235361895413, 6.1500259923720595, 6.2060483041489345, 6.250404357660496, 6.2740570033717145, 6.3944236519755, 6.619663786655349, 6.620310137224483, 6.819890605309825, 7.212831450936058, 7.285390167241506, 7.454713861827373, 7.675594158257624, 7.873697259472752, 7.885914828202804, 9.03860033512466, 9.43226464645703, 9.798537611294215, 9.932630627796678, 10.002080521169585, 10.304995448906153, 10.517995494894755, 10.697423672816063, 11.02842314042829, 11.123367119614606, 11.284973833312897, 13.511634017426449, 13.597619761215606, 17.452686399677656, 17.905514857327482","1.6187152538452616, 1.6291627170433192, 1.6342757166164834, 1.6383940106186992, 1.6384846055074607, 5.233962784532715, 5.234925567072103, 5.509692973217303, 5.517760595325124, 5.692315206879443",1.2244897959183674,"0.11281608173156926, 0.02307434076746806, 0.22821915500192277, 0.023074340767468393, 0.11281608173157165","1.5769156912449565, 0.34190297465490493, 1.162362668200282, 0.3419029746549065, 1.5769156912449505","0.6416536981557117, 0.06838617864995819, 0.32066474404817813, 0.06838617864995852, 0.6416536981557064"
