U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
4.530612244897959,"2.298236096212483, 2.381520234582091, 2.462683993682368, 2.513293732611464, 2.5503027690924553, 2.5574663288343156, 2.61353869680236, 2.6172390317871637, 2.6471094637694157, 2.65859504243138, 4.027901654075921, 4.073161520812898, 4.148454932841542, 4.181109026370799, 4.296756147168933, 4.301397957450875, 4.364527113203165, 4.4223267446852725, 4.43296905822173, 4.447844823927238, 4.452253715403614, 4.526942888842433, 5.557260391699162, 5.708825064017623, 5.864577197770969, 5.942076095474028, 5.950539763581922, 5.981817531406731, 6.006085668656659, 6.015249022763216, 6.062682643856252, 6.186407975980058, 6.314403915659739, 6.367571984746552, 6.62074791199737, 7.099381611530786, 7.157820930675297, 7.569839163288932, 8.913990536970305, 9.27011958215757, 9.577763661189032, 11.409248653599036, 12.009158632331493, 12.021506616858309, 12.48280451390789","1.6515421302581674, 1.7277868601566777, 1.756468764717318, 1.8141816231795989, 1.8378756502818219, 3.217669416162265, 3.3709784821856323, 3.4039531873897415, 3.8163143718665604, 5.093857728882359",-4.0,"0.15069200613442274, 0.04033939413616411, 0.11793719945891551, 0.04033939413386284, 0.15069200613663486","0.6378523979533128, 1.1600275222101293, 1.4042401596642025, 1.160027522213705, 0.63785239795865","0.00871848798725886, 0.19838161524115894, 0.4175206234639854, 0.19838161524419823, 0.008718487987394248"
4.530612244897959,"2.306741822562215, 2.382976054708848, 2.4938892318702655, 2.499233295265364, 2.547978132366917, 2.5579071049793245, 2.6342259948698956, 2.6384017212258906, 2.663367447574727, 2.683714213683649, 3.9916080102402645, 4.012915642926187, 4.135960123659926, 4.159783503656362, 4.216702430606837, 4.3223308536382525, 4.336006664063447, 4.360550905178361, 4.401116085113084, 4.407100543434509, 4.409729434142403, 4.455237839259223, 5.673236975183145, 5.709815289653765, 5.729727550809117, 5.8851807759840495, 5.921120931496759, 5.949965565742731, 5.988341221334146, 6.0205607970281045, 6.0438295283851255, 6.096622140208203, 6.120054399451737, 6.318001332506157, 6.5043867497530945, 6.9339210564923155, 7.124163911023378, 7.324131296838234, 8.4060992675719, 8.435292339298915, 9.055090098175988, 10.699213301033463, 11.10716758219893, 11.94866796368141, 12.196221578420007","1.658342298119047, 1.7499306206126062, 1.7784426978384087, 1.8059398248074723, 1.834580222512412, 3.2410965741367157, 3.311616614490965, 3.352909524326371, 3.716047470377339, 4.832372688082278",-3.836734693877551,"0.16450206308035875, 0.005200720810085657, 0.16059443221911862, 0.005200720810098258, 0.16450206308033857","0.7032294859294832, 1.1348477321905217, 1.3238455637600333, 1.1348477321905062, 0.7032294859294579","0.009259266515475427, 0.17090901530585556, 0.34060204325417226, 0.17090901530584157, 0.00925926651547451"
4.530612244897959,"2.3182926400316832, 2.380449041469288, 2.4863580911547216, 2.5197870273889458, 2.5491632634560824, 2.556105995020577, 2.644018335124298, 2.656349745809287, 2.673328891304727, 2.7045842029509464, 3.967990674826662, 3.978749410664499, 4.105048211971467, 4.131200630600032, 4.13746821034248, 4.277038048703995, 4.299477656381979, 4.360832859377692, 4.385346244381396, 4.390806444313622, 4.422245579878152, 4.423492770868221, 5.609705562450096, 5.748789933364586, 5.754454353301712, 5.793883072195002, 5.832752991258745, 5.883136180686849, 5.905311604660458, 5.945453331210531, 5.994834463724139, 6.097767686247835, 6.325906056178959, 6.442407341598161, 6.637783531898767, 6.790594176044471, 7.216405234821378, 7.2353109078091125, 7.562669860651552, 8.023097987313454, 8.86544602442177, 10.29749883868686, 10.49349937674132, 11.966103732618569, 12.032874750302842","1.667254721088247, 1.7646333465998791, 1.793180182613816, 1.7983359102518977, 1.8350851511233666, 3.2775016473828558, 3.2798039035867226, 3.3052702003534327, 3.638955613440731, 4.599722300976229",-3.673469387755102,"0.17807566715927947, -0.02676695062217671, 0.19738256692579317, -0.026766950622174768, 0.17807566715927953","0.7618205014421968, 1.1126389584349563, 1.2510810802457004, 1.1126389584349563, 0.7618205014421952","0.009854406546380532, 0.14744655078579308, 0.27119368286598217, 0.1474465507857921, 0.00985440654638048"
4.530612244897959,"2.329801905851515, 2.3768489085988014, 2.477173717773849, 2.539073512931466, 2.5527499174137485, 2.5546389215894316, 2.6462255999226416, 2.6668973563095593, 2.6773079759884393, 2.719180025051333, 3.9571271526551497, 3.9690024994918707, 4.038291380797374, 4.079322339193546, 4.1305831988869395, 4.266322149445421, 4.268405303193458, 4.274781424391267, 4.374787736437844, 4.43428628504725, 4.437777106463923, 4.480071904249736, 5.545350938079764, 5.653453423212965, 5.686386706121837, 5.7217357033235405, 5.75070461658775, 5.7797729498437205, 5.912008707860286, 5.913623082472513, 6.116997605630773, 6.130172113911935, 6.569878816001539, 6.6219697024069415, 6.6798195354582885, 6.842224131297162, 7.069291305568832, 7.220960041188371, 7.441646548315305, 7.688161695275091, 8.718601274534366, 10.033040273915718, 10.10761744334007, 11.986031005020067, 12.019169082117976","1.677469905192497, 1.7719798637653699, 1.7913024979174637, 1.8014122656418687, 1.838100975006147, 3.2621293776260214, 3.2673255549161677, 3.3264773112217094, 3.586886400819529, 4.405395805326456",-3.510204081632653,"0.1897555001515449, -0.052175109565267885, 0.2248392188274491, -0.05217510956526494, 0.18975550015153875","0.8083209919602793, 1.0952179296834492, 1.1929221567125454, 1.0952179296834483, 0.808320991960279","0.010499666450023435, 0.1295814341622376, 0.21601092454792586, 0.12958143416223736, 0.0104996664500235"
4.530612244897959,"2.3397985962757546, 2.3741090555332742, 2.471722466701449, 2.552689181920969, 2.5538349100792295, 2.5573060941216794, 2.6440662478732757, 2.6718349264378074, 2.6777888559236995, 2.728627327015234, 3.951604943558687, 3.9722639479906228, 3.9804446472505135, 4.032924153039593, 4.1286118370281635, 4.196925928672871, 4.251848647325278, 4.2954548844366025, 4.378237336403705, 4.44216510512417, 4.488214161433137, 4.537985259111383, 5.492683413029458, 5.525380251297676, 5.5816782401689435, 5.593866228321988, 5.7485752250103985, 5.8198313613845745, 5.871777869963451, 5.904575060001374, 6.1657056886573685, 6.26908358654779, 6.387978069674501, 6.775382090771292, 6.864251427421797, 6.940977192850286, 7.040169540714048, 7.341527973452711, 7.430065964496751, 7.6605483325381964, 8.609219180490966, 9.851306907462536, 9.866029601720994, 12.007215136135974, 12.081786049186825","1.6875895422361937, 1.7745534430344614, 1.785183146638229, 1.8055601645252493, 1.8420062125547165, 3.2380920570123553, 3.2578507936188235, 3.373471145259234, 3.55511191233031, 4.249604463765578",-3.3469387755102042,"0.1990935402179681, -0.07086319563379684, 0.24353931083166072, -0.07086319563379354, 0.1990935402179615","0.8428578408952117, 1.0823369411116528, 1.1496104359862704, 1.0823369411116535, 0.8428578408952127","0.01118800881074496, 0.11680810954281845, 0.17527207854940519, 0.11680810954281887, 0.011188008810745059"
4.530612244897959,"2.347991943328911, 2.3726712882862273, 2.4688389789341265, 2.5533920927023503, 2.5618174322542906, 2.561981383409304, 2.6403994016028025, 2.6731243420678124, 2.6766655457907804, 2.734607187968338, 3.9341622602093596, 3.947191795757468, 3.9797430916412084, 3.9942698983389753, 4.1241222897131005, 4.149899706738237, 4.24774371397995, 4.324556380035047, 4.392656193055522, 4.448132879027073, 4.5389024633997685, 4.5871508110116235, 5.420087979700709, 5.420334939076691, 5.5076562825150885, 5.52992289747858, 5.752523381320459, 5.835468273549763, 5.863584454171315, 5.911281611218939, 6.171110873431765, 6.201758449987569, 6.383021008446387, 6.785668080101962, 6.8723449679293696, 7.20231201007443, 7.22410808844773, 7.236517007569256, 7.58834010667026, 7.843832972050552, 8.52540494520367, 9.709464885405657, 9.72236716272619, 12.054322100288294, 12.140469313841884","1.6966020222137657, 1.7746524022420453, 1.7801870735914058, 1.8074608758131119, 1.8457857982469363, 3.2153196273570464, 3.259614746625528, 3.4166609633988743, 3.53757234113862, 4.12751399051071",-3.183673469387755,"0.20638278631550083, -0.0841990520747086, 0.25563253151840915, -0.08419905207470471, 0.20638278631550397","0.8680069695870006, 1.072912617629165, 1.118160825567672, 1.0729126176291646, 0.8680069695870001","0.01191793813087425, 0.10785922211325308, 0.14608453449713926, 0.10785922211325244, 0.011917938130874144"
4.530612244897959,"2.3545654935082987, 2.372282971224091, 2.467387625147675, 2.552994101666256, 2.5657613545835134, 2.5680028612325874, 2.6366903981847267, 2.6722371771558104, 2.674832571584765, 2.738281845498339, 3.897109648638605, 3.9427393583001056, 3.9631415763767572, 3.987347022104104, 4.118603328335309, 4.121814487759868, 4.2491079826916405, 4.35477058362029, 4.413364031848709, 4.453072399151534, 4.586225360188755, 4.6283023356462625, 5.337353436084319, 5.342916955298405, 5.454692854922949, 5.5077820489808245, 5.759876026034983, 5.8121330269767695, 5.903460836405975, 5.9247283509526865, 6.006634232165991, 6.238617357647878, 6.46058458390243, 6.746871575987213, 6.895592212678996, 7.092330664333102, 7.38732757958931, 7.462514693475179, 7.8889608240623605, 7.985794369634182, 8.46443284554678, 9.603128732000712, 9.627967051580695, 12.103526073078315, 12.18738231200293","1.7040563077151127, 1.773594368297533, 1.7763036740327567, 1.8080899822657568, 1.8490050800095692, 3.1974181177552756, 3.2648171015351504, 3.4546725067203146, 3.529486501434283, 4.032966463599407",-3.020408163265306,"0.21210567183019463, -0.09369568979574383, 0.2631800359310992, -0.09369568979574128, 0.2121056718301912","0.8864838581788884, 1.0658819665071546, 1.0952683506279137, 1.0658819665071553, 0.8864838581788891","0.012693399282761005, 0.10156315116003817, 0.12525108899595355, 0.10156315116003845, 0.012693399282761142"
4.530612244897959,"2.3598119204176045, 2.3725715906226443, 2.4666072457549606, 2.5524579010358486, 2.5689367729391477, 2.5714967987319826, 2.6334633714205853, 2.6700815822896105, 2.6726153795983727, 2.740318413073776, 3.8672565979260582, 3.9383665078886145, 3.9392880813134585, 3.9938411065355117, 4.106120092830799, 4.113520868276008, 4.25341272910203, 4.3832441838554095, 4.436965516360968, 4.457380571867135, 4.6292598669664935, 4.663558286646611, 5.273435851803311, 5.279698480996519, 5.416230486601724, 5.500079228523632, 5.768117167819506, 5.79809315047547, 5.88562086831946, 5.940467055811773, 5.942002265060198, 6.2765325296308765, 6.5123045731743305, 6.725161622193603, 6.894890985269403, 6.984650784634057, 7.522669268458772, 7.6987629717242685, 8.098121394057523, 8.188488462828971, 8.439201859803061, 9.527638658911883, 9.55690513217096, 12.145411088608684, 12.218555797734451","1.7098629726887076, 1.772008459515178, 1.7734157278674634, 1.8079100908496213, 1.8515464055814927, 3.1833923894432696, 3.2722447646021458, 3.4873342775701124, 3.5276709129113195, 3.960491615659701",-2.857142857142857,"0.21668735401394085, -0.10053361903802072, 0.26769253004816196, -0.10053361903801838, 0.21668735401393602","0.9003817588813637, 1.0604524111886708, 1.0783316598599304, 1.0604524111886717, 0.9003817588813641","0.013521536996990262, 0.09706788833341665, 0.11025742258064902, 0.09706788833341709, 0.01352153699699032"
4.530612244897959,"2.3640032717964603, 2.3732385404878102, 2.466056432920533, 2.5517056623660013, 2.571306674163918, 2.573012312126278, 2.6307860840262007, 2.6671585244407376, 2.670105816278804, 2.7410953290615256, 3.8432084406120715, 3.9216615672451978, 3.9344649214054033, 3.999193119841186, 4.098310303036227, 4.10964419614861, 4.259413833698441, 4.409248795718792, 4.461294183671716, 4.461630210250659, 4.6683236227059774, 4.69477025589908, 5.224374882412575, 5.230971770017652, 5.388003165613901, 5.499936970358501, 5.775724543668057, 5.791564172655811, 5.796153684869045, 5.9625669333321705, 5.974145397297051, 6.315568833907667, 6.547669842947752, 6.713063615839156, 6.888147138075695, 6.903982460242345, 7.626969467077641, 7.883661738740986, 8.193914242672736, 8.394883716094407, 8.546508453567704, 9.472124543630288, 9.502255815764851, 12.178296017510045, 12.23349421755499","1.7141080118202667, 1.7701704568007148, 1.771376782913368, 1.807142508753538, 1.8534246400383547, 3.1725744154817628, 3.281350227755374, 3.5147425845275984, 3.5301342417374095, 3.9059661916451844",-2.693877551020408,"0.2204431058971482, -0.105532889378603, 0.27017956696291096, -0.10553288937859934, 0.22044310589714328","0.9111530042143015, 1.0560854145411103, 1.0655231624891761, 1.0560854145411107, 0.9111530042143016","0.014411227361562612, 0.0938037080912044, 0.09933892994853838, 0.09380370809120465, 0.014411227361562778"
4.530612244897959,"2.3673586726736833, 2.374081650139178, 2.4654969470656924, 2.55071459714491, 2.5729041226324005, 2.572981847399823, 2.6285372683396355, 2.6637267476336994, 2.6673164492596024, 2.7408391237014653, 3.823919438080421, 3.9090062706437942, 3.9313691746776187, 4.003736810972178, 4.095742559891832, 4.1072553369829885, 4.266524177619133, 4.4329131477480255, 4.464985905866697, 4.486519462990463, 4.704116518611338, 4.723284576638345, 5.18693900176518, 5.19400341368409, 5.367244817134594, 5.505217967295162, 5.7293851953006, 5.782193822412459, 5.790676872362346, 5.986368136600541, 6.00499573642362, 6.355708120324851, 6.573320253492887, 6.707349785025838, 6.843664859941882, 6.881508785261164, 7.701996737457909, 7.987091487287292, 8.281716963247597, 8.505366112025424, 8.81237128121939, 9.430322191136156, 9.45967178873689, 12.203609861020496, 12.234027063510196","1.7169536373252903, 1.768194672375315, 1.7700342798842112, 1.8059016913238959, 1.8546968119588676, 3.1644798953341207, 3.291890345384872, 3.5356526769628536, 3.536868895659446, 3.8666026991666946",-2.5306122448979593,"0.22359243223217196, -0.10924172477798544, 0.27129858509163196, -0.10924172477798114, 0.22359243223216285","0.9197736445539233, 1.0524238907598142, 1.055604929372525, 1.0524238907598151, 0.9197736445539235","0.015372514109877987, 0.09139839766130313, 0.09130222535529627, 0.09139839766130325, 0.015372514109878086"
4.530612244897959,"2.3700448173483837, 2.3749724648219743, 2.4648066450043187, 2.5494839892445245, 2.5717516138751257, 2.5737851141558408, 2.6265380880033518, 2.659913823366462, 2.6642381987905797, 2.739694174658027, 3.808555404634722, 3.900267991588584, 3.929300865885398, 4.007848245020511, 4.096907358210965, 4.106401256552647, 4.274488973105126, 4.454647760138793, 4.468592676186053, 4.511306382602775, 4.737367429858232, 4.750028378525126, 5.15871208189891, 5.1662819656469985, 5.352145119725216, 5.514959984775631, 5.679245775208136, 5.787690446912931, 5.794057799829894, 6.0132683432006555, 6.033696116974961, 6.396903726576333, 6.593535403076874, 6.706407145540973, 6.7991132676979325, 6.877246861908707, 7.7531099196016084, 8.019193516066595, 8.365111820587726, 8.661609121387007, 9.083810858017063, 9.398511894514058, 9.426378816106217, 12.222982885499416, 12.223642892703594","1.7185938980536217, 1.7661248055351988, 1.7692313346575486, 1.8042536199761257, 1.8554246733011763, 3.1587456969231655, 3.3037642911575484, 3.543475309921511, 3.5535187660357344, 3.8406419487393753",-2.36734693877551,"0.22628483596378007, -0.1120245223099614, 0.2714793726923637, -0.11202452230995702, 0.22628483596377463","0.9268998383995352, 1.0492293845522909, 1.0477415540963468, 1.0492293845522904, 0.9268998383995332","0.01641655475407034, 0.08960799054786961, 0.08534393044588677, 0.08960799054786991, 0.016416554754070285"
4.530612244897959,"2.3721851316366633, 2.3758309790706797, 2.463926644222693, 2.5480186301772174, 2.5695904060941195, 2.5740073373653343, 2.6246153841431457, 2.6557792994079765, 2.660858738769344, 2.737756667950596, 3.7964570166591707, 3.8946721723045754, 3.9283917585506694, 4.011850682975362, 4.100932259373572, 4.1070383574354254, 4.283221298978126, 4.47222771820053, 4.4749119701101865, 4.535904746122879, 4.768717273553177, 4.775633931156472, 5.137951343242175, 5.145893747285987, 5.341505689831544, 5.528638138506526, 5.6416025663932166, 5.792673878472836, 5.800768763760312, 6.043044611651343, 6.060916787469889, 6.439080864092648, 6.61101373643367, 6.709376972244329, 6.767215047538282, 6.876191251527541, 7.78681813849441, 8.018477500261477, 8.44486018626911, 8.841713761718665, 9.34553163993461, 9.37443135646319, 9.40058569520671, 12.203296781930025, 12.24069462395313","1.7192304121096509, 1.7639741362583545, 1.7688098994739943, 1.8022405644022226, 1.8556612909069825, 3.1550998869876414, 3.316942562252544, 3.5531425889410553, 3.5645832537603415, 3.8268434310573727",-2.204081632653061,"0.22862149412512106, -0.11412550675004005, 0.271008025249839, -0.11412550675003622, 0.22862149412511618","0.9329797004716945, 1.0463388102438835, 1.0413629785688454, 1.0463388102438844, 0.9329797004716941","0.017555809410617632, 0.08827018159518568, 0.08091788313896064, 0.08827018159518632, 0.01755580941061768"
